id	text_html	text_readable	gold_label	a	b	marker	raw_text
L1859946435	Objects are used in object oriented languages such as <span style="color: #9A14B2; font-weight: bold">Smalltalk:[OBJECT_A]</span>, C++, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>, and others.	Objects are used in object oriented languages such as *Smalltalk*, C++, §Java$, and others.		Java	Smalltalk	FALSE	Objects are used in object oriented languages such as Smalltalk, C++, Java, and others.
T3184473110	<span style="color: #9A14B2; font-weight: bold">Windows 8:[OBJECT_A]</span> is noticeably faster than <span style="color: #6CB219; font-weight: bold">Windows 7:[OBJECT_B]</span> (and particularly Vista), and it simply flies here.	*Windows 8* is noticeably faster than §Windows 7$ (and particularly Vista), and it simply flies here.		Windows 7	Windows 8	TRUE	Windows 8 is noticeably faster than Windows 7 (and particularly Vista), and it simply flies here.
L1842619513	No way is <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> or TCL faster than <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>.	No way is *Python* or TCL faster than §Java$.		Java	Python	TRUE	No way is Python or TCL faster than Java.
G1047348984	I'd like to see some info on which is better, <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Bluetooth:[OBJECT_B]</span> when it comes to sound quality.	I'd like to see some info on which is better, *USB* or §Bluetooth$ when it comes to sound quality.		USB	Bluetooth	TRUE	I'd like to see some info on which is better, USB or bluetooth when it comes to sound quality.
N2152561142	Seems faster, simpler, and easier to just go direct from <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> to <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>, which is why I like JSON so much.	Seems faster, simpler, and easier to just go direct from *Perl* to §JavaScript$, which is why I like JSON so much.		Perl	JavaScript	TRUE	Seems faster, simpler, and easier to just go direct from Perl to JavaScript, which is why I like JSON so much.
L1834721862	Not only are there reasonable alternatives in languages like Scala, <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span>, and C#, but there is even a better option that has already been explored for <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>:	Not only are there reasonable alternatives in languages like Scala, *Groovy*, and C#, but there is even a better option that has already been explored for §Java$:		Java	Groovy	TRUE	Not only are there reasonable alternatives in languages like Scala, Groovy, and C#, but there is even a better option that has already been explored for Java:
H1078742044	I find that from a Perl/PHP perspective, using <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> is a lot easier than <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>.	I find that from a Perl/PHP perspective, using *Python* is a lot easier than §Ruby$.		Ruby	Python	TRUE	I find that from a Perl/PHP perspective, using Python is a lot easier than Ruby.
J1537561438	I would think that dynamic languages (new dialects of <span style="color: #9A14B2; font-weight: bold">Lisp:[OBJECT_A]</span>, etc.) will see a renaissance in the medium-term future, simply because hardware is now available to accomodate these systems and languages like Java, <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> are all moving in that direction (especially when mixed with Javascript and XML to provide some poor man's S-expressions), and more ambitious projects in dynamic modelling and simulation can be attempted because of more powerful hardware and better understood problem domains than 20 years ago.	I would think that dynamic languages (new dialects of *Lisp*, etc.) will see a renaissance in the medium-term future, simply because hardware is now available to accomodate these systems and languages like Java, §Python$ are all moving in that direction (especially when mixed with Javascript and XML to provide some poor man's S-expressions), and more ambitious projects in dynamic modelling and simulation can be attempted because of more powerful hardware and better understood problem domains than 20 years ago.		Python	Lisp	TRUE	I would think that dynamic languages (new dialects of Lisp, etc.) will see a renaissance in the medium-term future, simply because hardware is now available to accomodate these systems and languages like Java, Python are all moving in that direction (especially when mixed with Javascript and XML to provide some poor man's S-expressions), and more ambitious projects in dynamic modelling and simulation can be attempted because of more powerful hardware and better understood problem domains than 20 years ago.
E677738969	Everyone knows that DirectX (or <span style="color: #9A14B2; font-weight: bold">Direct3D:[OBJECT_A]</span>) is better than <span style="color: #6CB219; font-weight: bold">OpenGL:[OBJECT_B]</span> ?	Everyone knows that DirectX (or *Direct3D*) is better than §OpenGL$ ?		OpenGL	Direct3D	TRUE	Everyone knows that DirectX (or Direct3D) is better than OpenGL ?
M1986682747	Perhaps someone could write a simple <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span> to translate between the named and numbered entities to make the XML source easier to read.	Perhaps someone could write a simple *Perl* or §JavaScript$ to translate between the named and numbered entities to make the XML source easier to read.		Perl	JavaScript	TRUE	Perhaps someone could write a simple Perl or Javascript to translate between the named and numbered entities to make the XML source easier to read.
K1600729944	Laptop Macintosh:  Apple 13" MacBook Pro, Intel Dual-core i7 processor running at 2.9 GHz, 8 GB RAM, 256 GB solid-state drive, 8x double-layer SuperDrive (DVD±RW/CD-RW), built-in gigabit <span style="color: #9A14B2; font-weight: bold">Ethernet:[OBJECT_A]</span>, Airport Extreme wireless card, <span style="color: #6CB219; font-weight: bold">Bluetooth:[OBJECT_B]</span>, 13.3" LED-backlit glossy widescreen display with built-in camera, Mac OS X, Mini DisplayPort to VGA adapter, security cable.	Laptop Macintosh:  Apple 13" MacBook Pro, Intel Dual-core i7 processor running at 2.9 GHz, 8 GB RAM, 256 GB solid-state drive, 8x double-layer SuperDrive (DVD±RW/CD-RW), built-in gigabit *Ethernet*, Airport Extreme wireless card, §Bluetooth$, 13.3" LED-backlit glossy widescreen display with built-in camera, Mac OS X, Mini DisplayPort to VGA adapter, security cable.		Ethernet	Bluetooth	TRUE	Laptop Macintosh:  Apple 13" MacBook Pro, Intel Dual-core i7 processor running at 2.9 GHz, 8 GB RAM, 256 GB solid-state drive, 8x double-layer SuperDrive (DVD±RW/CD-RW), built-in gigabit Ethernet, Airport Extreme wireless card, Bluetooth, 13.3" LED-backlit glossy widescreen display with built-in camera, Mac OS X, Mini DisplayPort to VGA adapter, security cable.
B215455386	Also, is the Extreme any better that the Express when I don't need the <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> ports?	Also, is the Extreme any better that the Express when I don't need the *USB* and §Ethernet$ ports?		USB	Ethernet	TRUE	Also, is the Extreme any better that the Express when I don't need the USB and ethernet ports?
H1203579210	IMHO <span style="color: #9A14B2; font-weight: bold">Lisp:[OBJECT_A]</span> is way too heavy on the parenthesis, a <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> program is easier to read.	IMHO *Lisp* is way too heavy on the parenthesis, a §Java$ program is easier to read.		Java	Lisp	TRUE	IMHO Lisp is way too heavy on the parenthesis, a Java program is easier to read.
L1920197891	on the same test with 250000 inserts, <span style="color: #9A14B2; font-weight: bold">SQLite:[OBJECT_A]</span> is about 3 times slower than <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span>.	on the same test with 250000 inserts, *SQLite* is about 3 times slower than §MySQL$.		MySQL	SQLite	TRUE	on the same test with 250000 inserts, SQLite is about 3 times slower than MySQL.
I1348888028	Is it better than c++, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, lua, rust, <span style="color: #6CB219; font-weight: bold">Haskell:[OBJECT_B]</span>, ruby, etc. Seth seems to be mainly concerned with tooling without being aware of the tooling that exists for us.	Is it better than c++, *Python*, lua, rust, §Haskell$, ruby, etc. Seth seems to be mainly concerned with tooling without being aware of the tooling that exists for us.		Python	Haskell	TRUE	Is it better than c++, python, lua, rust, Haskell, ruby, etc. Seth seems to be mainly concerned with tooling without being aware of the tooling that exists for us.
I1254278512	I need support for a technical argument: why going to an intermediate form for an existing functional back end like <span style="color: #9A14B2; font-weight: bold">Haskell:[OBJECT_A]</span> really, truly is better for implementing a functional language than is going to an intermediate form like the <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.	I need support for a technical argument: why going to an intermediate form for an existing functional back end like *Haskell* really, truly is better for implementing a functional language than is going to an intermediate form like the §Java$ intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.		Java	Haskell	TRUE	I need support for a technical argument: why going to an intermediate form for an existing functional back end like Haskell really, truly is better for implementing a functional language than is going to an intermediate form like the Java intermediate form and re-doing all the various specialized mechanism needed to support a true lazy functional language.
D416694323	But the Roku 3 has a faster processor, plus a <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> port and an <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> jack for a wired network connection, which aren't available on the other models.	But the Roku 3 has a faster processor, plus a *USB* port and an §Ethernet$ jack for a wired network connection, which aren't available on the other models.		USB	Ethernet	TRUE	But the Roku 3 has a faster processor, plus a USB port and an Ethernet jack for a wired network connection, which aren't available on the other models.
S3046779983	We got some developers in the team that just started coming to <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> from Delphi, so they already have some work to do, and <span style="color: #6CB219; font-weight: bold">Groovy:[OBJECT_B]</span> is easier for its learning curve; also, pretty productive.	We got some developers in the team that just started coming to *Java* from Delphi, so they already have some work to do, and §Groovy$ is easier for its learning curve; also, pretty productive.		Java	Groovy	TRUE	We got some developers in the team that just started coming to Java from Delphi, so they already have some work to do, and Groovy is easier for its learning curve; also, pretty productive.
