,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
35,False,1/12/2018 13:37:37,3,1543286543,finalized,amazon,,hulu,,O,S3010092116,OTHER,0.6538,,True,"Vudu offers better quality, amazon often has better pricing and for catalog titles, Netflix and hulu are both ahead.","Vudu offers better quality, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> often has better pricing and for catalog titles, Netflix and <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> are both ahead.","Vudu offers better quality, *amazon* often has better pricing and for catalog titles, Netflix and §hulu$ are both ahead.",jbt
13,False,1/11/2018 13:06:02,3,1534176843,finalized,MySQL,,PostgreSQL,W,,I1389604590,WORSE,1.0,,True,"I think Subversion will remain in use for the same reason MySQL remains in use, even though it is drastically inferior to PostgreSQL -- inertia.","I think Subversion will remain in use for the same reason <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> remains in use, even though it is drastically inferior to <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> -- inertia.","I think Subversion will remain in use for the same reason *MySQL* remains in use, even though it is drastically inferior to §PostgreSQL$ -- inertia.",compsci
51,False,1/12/2018 13:39:23,3,1543286559,finalized,juice,,cider,,N,P2534788086,NONE,1.0,,True,"The juice in them makes pretty decent cider as well, just seems to take forever to clear.","The <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> in them makes pretty decent <span style=""color: #6CB219; font-weight: bold"">cider:[OBJECT_B]</span> as well, just seems to take forever to clear.","The *juice* in them makes pretty decent §cider$ as well, just seems to take forever to clear.",jbt
228,False,1/5/2018 17:14:27,3,1532714609,finalized,Toyota,,Honda,,,L1798502156,NONE,1.0,,False,New Toyota and Honda Vehicles,"New <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Vehicles",New *Toyota* and §Honda$ Vehicles,brands
60,False,1/5/2018 14:25:09,3,1530057586,finalized,Gigabyte,,Asus,N,,C384373788,NONE,1.0,,False,Asus and Gigabyte stuck with loads of Intel chipsets,"<span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span> stuck with loads of Intel chipsets",*Asus* and §Gigabyte$ stuck with loads of Intel chipsets,brands
399,False,1/5/2018 17:42:00,3,1532714781,finalized,Coca-Cola,,Pepsi,,,T3205044716,NONE,0.6515,,True,"WKOG admin: Aside from embracing misogyny , more recently, Unilever, with Kellogg's, General Mills, Coca-Cola, Pepsi, Kraft, and other corporate entities  funneled big money into defeating Prop 37. Now, Unilever, one of the largest consumer products corporations in the world, is looking to  employ "" effective story-telling "" to help Unilever ""engage with people more meaningfully"" in order to ""create a better future for children.""","WKOG admin: Aside from embracing misogyny , more recently, Unilever, with Kellogg's, General Mills, <span style=""color: #9A14B2; font-weight: bold"">Coca-Cola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Pepsi:[OBJECT_B]</span>, Kraft, and other corporate entities  funneled big money into defeating Prop 37. Now, Unilever, one of the largest consumer products corporations in the world, is looking to  employ "" effective story-telling "" to help Unilever ""engage with people more meaningfully"" in order to ""create a better future for children.""","WKOG admin: Aside from embracing misogyny , more recently, Unilever, with Kellogg's, General Mills, *Coca-Cola*, §Pepsi$, Kraft, and other corporate entities  funneled big money into defeating Prop 37. Now, Unilever, one of the largest consumer products corporations in the world, is looking to  employ "" effective story-telling "" to help Unilever ""engage with people more meaningfully"" in order to ""create a better future for children.""",brands
17,False,1/11/2018 12:34:26,3,1534176847,finalized,Windows XP,,Windows 8,W,,H1122028771,WORSE,1.0,,True,"If you're on Windows XP, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to Windows 8 is going to be dirt cheap and totally worth it: only 40 bucks.","If you're on <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> is going to be dirt cheap and totally worth it: only 40 bucks.","If you're on *Windows XP*, Windows Vista or Windows 7-and if you're reading this site and a human, you better be-upgrading to §Windows 8$ is going to be dirt cheap and totally worth it: only 40 bucks.",compsci
273,False,1/5/2018 17:17:13,3,1532714654,finalized,IBM,,Intel,,,H1211509577,BETTER,1.0,,True,"IMO, Macs had bigger advantages when they were using IBM processors, since they were really fast for their time (about 2x-3x faster than their Intel counterparts).","IMO, Macs had bigger advantages when they were using <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> processors, since they were really fast for their time (about 2x-3x faster than their <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> counterparts).","IMO, Macs had bigger advantages when they were using *IBM* processors, since they were really fast for their time (about 2x-3x faster than their §Intel$ counterparts).",brands
194,False,1/12/2018 18:47:33,3,1543286704,finalized,milk,,juice,,N,J1447848380,OTHER,0.6711,,True,It's even worse if those containers once held milk or juice or any other liquid.,"It's even worse if those containers once held <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> or any other liquid.",It's even worse if those containers once held *milk* or §juice$ or any other liquid.,jbt
402,False,1/12/2018 19:14:59,3,1543286916,finalized,harvard,,mit,,,F849883598,NONE,1.0,,False,harvard: mit Press.,"<span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>: <span style=""color: #6CB219; font-weight: bold"">mit:[OBJECT_B]</span> Press.",*harvard*: §mit$ Press.,jbt
222,False,1/5/2018 17:46:30,3,1532714603,finalized,Ford,,BMW,,,A84304551,NONE,0.7101,,True,4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM Ford Chrysler BMW Toyota Honda.,"4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Chrysler <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> Toyota Honda.",4L60E 700R4 4L80E E4OD 4R100 2004R C4 C6 TH350 TH400 A727 46re 47re 48re Transmission Parts available at Oregon Performance Transmission from ATSG Transgo Superior Tru-Cool Hayden & Sonnax for GM *Ford* Chrysler §BMW$ Toyota Honda.,brands
79,False,1/12/2018 13:35:31,3,1543286587,finalized,golf,,tennis,,N,S3114283623,NONE,0.6797,,True,"What's better, a tennis racket or a golf club?","What's better, a <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> racket or a <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span> club?","What's better, a *tennis* racket or a §golf$ club?",jbt
277,False,1/5/2018 17:16:28,3,1532714658,finalized,Ibuprofen,,Advil,,,T3163068017,NONE,0.6834,,True,"While some reports claim Ibuprofen, or Advil, is okay to take, it's better to check with your physician.","While some reports claim <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span>, or <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, is okay to take, it's better to check with your physician.","While some reports claim *Ibuprofen*, or §Advil$, is okay to take, it's better to check with your physician.",brands
266,False,1/11/2018 19:22:45,3,1534177098,finalized,MySQL,,PostgreSQL,,,N2160558087,NONE,0.6487,,True,"Sequelize, thankfully, supports most database dialects such as PostgreSQL, MySQL, MariaDB, SQLite and MSSQL making getting started even easier.","Sequelize, thankfully, supports most database dialects such as <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, MariaDB, SQLite and MSSQL making getting started even easier.","Sequelize, thankfully, supports most database dialects such as *PostgreSQL*, §MySQL$, MariaDB, SQLite and MSSQL making getting started even easier.",compsci
93,False,1/12/2018 13:37:24,3,1543286601,finalized,google,,youtube,,N,F824887276,NONE,1.0,,True,google to push youtube for better ad revenue,"<span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> to push <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> for better ad revenue",*google* to push §youtube$ for better ad revenue,jbt
320,False,1/11/2018 19:27:23,3,1534177156,finalized,USB,,Ethernet,,,Q2645457592,BETTER,1.0,,True,The reason we want to load games off the Ethernet is because it is for sure 110% faster than playing games off the USB interface.,"The reason we want to load games off the <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> is because it is for sure 110% faster than playing games off the <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> interface.",The reason we want to load games off the *Ethernet* is because it is for sure 110% faster than playing games off the §USB$ interface.,compsci
81,False,1/5/2018 17:13:31,3,1532714460,finalized,Ford,,Nissan,N,,O2434996375,NONE,1.0,,True,"The choice of vehicle is made easier because Brazil is home to many of the world's major auto makers including GM, Ford , Fiat, VW, Renault-Nissan, PSA Peugeot Citroen, Honda , Hyundai , Mitsubishi and Audi.","The choice of vehicle is made easier because Brazil is home to many of the world's major auto makers including GM, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> , Fiat, VW, Renault-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>, PSA Peugeot Citroen, Honda , Hyundai , Mitsubishi and Audi.","The choice of vehicle is made easier because Brazil is home to many of the world's major auto makers including GM, *Ford* , Fiat, VW, Renault-§Nissan$, PSA Peugeot Citroen, Honda , Hyundai , Mitsubishi and Audi.",brands
290,False,1/12/2018 16:38:49,3,1543286800,finalized,amazon,,facebook,,,K1713464304,NONE,1.0,,True,"Micro-precise scrolling - Designed for how you use the Web, our newest micro-precise scrolling makes reading your facebook®, shopping amazon® or scrolling through Google® searches easier.","Micro-precise scrolling - Designed for how you use the Web, our newest micro-precise scrolling makes reading your <span style=""color: #9A14B2; font-weight: bold"">facebook:[OBJECT_A]</span>®, shopping <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span>® or scrolling through Google® searches easier.","Micro-precise scrolling - Designed for how you use the Web, our newest micro-precise scrolling makes reading your *facebook*®, shopping §amazon$® or scrolling through Google® searches easier.",jbt
246,False,1/5/2018 17:49:48,3,1532714627,finalized,Toyota,,Nissan,,,J1418735461,OTHER,1.0,,True,it is way better looking car then any Toyota or Nissan.,"it is way better looking car then any <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.",it is way better looking car then any *Toyota* or §Nissan$.,brands
225,False,1/12/2018 18:45:47,3,1543286735,finalized,bus,,truck,,B,K1693205761,BETTER,1.0,,True,"Maybe the fastest out food truck I've ever been to, so much faster than Burger bus.","Maybe the fastest out food <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span> I've ever been to, so much faster than Burger <span style=""color: #6CB219; font-weight: bold"">bus:[OBJECT_B]</span>.","Maybe the fastest out food *truck* I've ever been to, so much faster than Burger §bus$.",jbt
139,False,1/12/2018 15:21:27,3,1543286649,finalized,beer,,tea,,N,E698400332,NONE,1.0,,True,"Favorite Drinks: Cactus Cooler, Chai tea, Sake, beer, Tequila, Peppermint Schnapps & 'anything cold!'","Favorite Drinks: Cactus Cooler, Chai <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span>, Sake, <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>, Tequila, Peppermint Schnapps & 'anything cold!'","Favorite Drinks: Cactus Cooler, Chai *tea*, Sake, §beer$, Tequila, Peppermint Schnapps & 'anything cold!'",jbt
36,False,1/5/2018 14:23:38,3,1530057562,finalized,Microsoft,,Sony,N,,I1368223493,NONE,0.708,,True,It can easily guarantee a better console from Sony and Microsoft.,"It can easily guarantee a better console from <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",It can easily guarantee a better console from *Sony* and §Microsoft$.,brands
41,False,1/5/2018 17:46:30,3,1532714419,finalized,Microsoft,,Google,N,,I1346801935,NONE,0.7101,,True,Is Google GDrive any better than Microsoft SkyDrive?,"Is <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> GDrive any better than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> SkyDrive?",Is *Google* GDrive any better than §Microsoft$ SkyDrive?,brands
410,False,1/11/2018 19:14:12,4,1534177246,finalized,USB,,Ethernet,,,D512175358,NONE,1.0,,True,"Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a USB Ethernet Adapter.","Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> Adapter.","Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a *USB* §Ethernet$ Adapter.",compsci
134,False,1/5/2018 18:19:39,4,1532714513,finalized,Nokia,,Samsung,B,,O2389306881,BETTER,1.0,,True,The 2012 numbers provides better news for Samsung fans as it dethrones Nokia as the world's top cellphone manufacturer.,"The 2012 numbers provides better news for <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> fans as it dethrones <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span> as the world's top cellphone manufacturer.",The 2012 numbers provides better news for *Samsung* fans as it dethrones §Nokia$ as the world's top cellphone manufacturer.,brands
