,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
745,False,1/27/2018 20:13:15,3,1534177583,finalized,Python,,JavaScript,,,S3097250548,NONE,0.6812,,,True,,We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (JavaScript/Python/whatever).,"We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>/whatever).",We will just fix this minor and rare case and thus allow easier manipulation of ant systems from your favourite scripting language (*JavaScript*/§Python$/whatever).,compsci,0,0,3,3,0,NONE,3.0,1.0
330,False,2/3/2018 11:06:22,3,1572198244,finalized,Cadillac,,Buick,,,F816237437,NONE,1.0,,,True,,"GM also is recalling 12,000 1994 Buick Roadmaster, Chevrolet Caprice and Cadillac Fleetwood cars to repair an oil-cooler line that might wear through and spill oil on the engine, causing a fire.","GM also is recalling 12,000 1994 <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> Roadmaster, Chevrolet Caprice and <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> Fleetwood cars to repair an oil-cooler line that might wear through and spill oil on the engine, causing a fire.","GM also is recalling 12,000 1994 *Buick* Roadmaster, Chevrolet Caprice and §Cadillac$ Fleetwood cars to repair an oil-cooler line that might wear through and spill oil on the engine, causing a fire.",brands,0,0,5,5,0,NONE,5.0,1.0
183,False,1/12/2018 18:45:55,4,1543286693,finalized,wood,,cardboard,,N,M1966717109,NONE,1.0,,,True,,"Paper, cardboard, and other wood-based products can be separated from a municipal solid waste stream.","Paper, <span style=""color: #9A14B2; font-weight: bold"">cardboard:[OBJECT_A]</span>, and other <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>-based products can be separated from a municipal solid waste stream.","Paper, *cardboard*, and other §wood$-based products can be separated from a municipal solid waste stream.",jbt,0,0,4,4,0,NONE,4.0,1.0
698,False,2/5/2018 18:45:41,3,1576061580,finalized,USB,,Bluetooth,,,J1440840150,NONE,1.0,,,True,,"It's a very cheap, very decent USB-Bluetooth dongle.","It's a very cheap, very decent <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> dongle.","It's a very cheap, very decent *USB*-§Bluetooth$ dongle.",compsci,0,0,3,3,0,NONE,3.0,1.0
647,False,2/3/2018 13:13:50,3,1572198577,finalized,Advil,,Motrin,,,K1745010216,NONE,1.0,,,False,,Motrin Advil focus.,"<span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span> focus.",*Motrin* §Advil$ focus.,brands,0,0,5,5,0,NONE,5.0,1.0
502,False,2/5/2018 18:45:06,3,1576061382,finalized,PHP,,JavaScript,,,H1123392171,BETTER,1.0,,,True,,"if your server has PHP facilities, it would be much easier and definitely better to use it instead of JavaScript.","if your server has <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> facilities, it would be much easier and definitely better to use it instead of <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.","if your server has *PHP* facilities, it would be much easier and definitely better to use it instead of §JavaScript$.",compsci,3,0,0,3,0,BETTER,3.0,1.0
556,False,2/3/2018 13:16:37,3,1572198480,finalized,Google,,Intel,,,F824290198,BETTER,0.6683,,,True,,"G oogle Chromebook Pixel, which is a high-end laptop manufactured by Google, has a faster CPU than its predecessors in the Intel Core i5, a touch-screen with the highest pixel density of any laptop and a coloured lightbar on the lid that simply adds to its beauty.","G oogle Chromebook Pixel, which is a high-end laptop manufactured by <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, has a faster CPU than its predecessors in the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core i5, a touch-screen with the highest pixel density of any laptop and a coloured lightbar on the lid that simply adds to its beauty.","G oogle Chromebook Pixel, which is a high-end laptop manufactured by *Google*, has a faster CPU than its predecessors in the §Intel$ Core i5, a touch-screen with the highest pixel density of any laptop and a coloured lightbar on the lid that simply adds to its beauty.",brands,4,0,1,5,0,BETTER,4.0,0.8
38,False,2/5/2018 13:36:45,3,1576121526,finalized,virginia,,georgia,,,I1313109965,NONE,1.0,,,True,,"In these races, the balance is held by quintessential swing and ticket-splitting voters; a georgia-style Republican may run poorly in, say, West virginia.","In these races, the balance is held by quintessential swing and ticket-splitting voters; a <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>-style Republican may run poorly in, say, West <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>.","In these races, the balance is held by quintessential swing and ticket-splitting voters; a *georgia*-style Republican may run poorly in, say, West §virginia$.",jbt,0,0,3,3,0,NONE,3.0,1.0
280,False,2/5/2018 14:57:18,3,1576121769,finalized,stanford,,mit,,,G1052672872,NONE,1.0,,,True,,"I don't know about engineering, but I'd be surprised if IIT produces better entrepreneurs than mit and stanford.","I don't know about engineering, but I'd be surprised if IIT produces better entrepreneurs than <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span>.","I don't know about engineering, but I'd be surprised if IIT produces better entrepreneurs than *mit* and §stanford$.",jbt,0,0,3,3,0,NONE,3.0,1.0
1316,False,2/16/2018 10:09:34,3,1576062200,finalized,Windows XP,,Windows 8,,,M1924938657,NONE,1.0,,,True,,"Operating System : Windows 10 (32 & 64 bits), Windows 8/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), Windows XP (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome","Operating System : Windows 10 (32 & 64 bits), <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome","Operating System : Windows 10 (32 & 64 bits), *Windows 8*/8.1 (32 & 64 bits), Windows 7 (32 & 64 bits), Windows Vista (32 & 64 bits), §Windows XP$ (32 bits) SP2 or later Processor : Pentium 300 MHz or faster RAM : 256 MB Hard Disk : 240 MB free space Browser : MS Internet Explorer 6.0 or higher, Mozilla Firefox 2 or higher, Google Chrome",compsci,0,0,3,3,0,NONE,3.0,1.0
1045,False,2/16/2018 08:41:30,3,1576061929,finalized,USB,,Ethernet,,,S2981463752,NONE,1.0,,,True,,USB to 10/100Mbps Fast Ethernet AdapterExperience a true Plug and Play network device that is easier to install than ever.,"<span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> to 10/100Mbps Fast <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> AdapterExperience a true Plug and Play network device that is easier to install than ever.",*USB* to 10/100Mbps Fast §Ethernet$ AdapterExperience a true Plug and Play network device that is easier to install than ever.,compsci,0,0,3,3,0,NONE,3.0,1.0
804,False,2/12/2018 18:52:30,3,1576122300,finalized,baseball,,tennis,,,G1062200383,WORSE,1.0,,,True,,I'd say baseball is worse off than tennis.,"I'd say <span style=""color: #9A14B2; font-weight: bold"">baseball:[OBJECT_A]</span> is worse off than <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>.",I'd say *baseball* is worse off than §tennis$.,jbt,0,3,0,3,0,WORSE,3.0,1.0
1239,False,2/15/2018 09:01:33,3,1576123147,finalized,beer,,tea,,,O2343634388,BETTER,1.0,,,True,,tea better than beer.,"<span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span>.",*tea* better than §beer$.,jbt,3,0,0,3,0,BETTER,3.0,1.0
94,False,2/5/2018 12:29:26,3,1576060968,finalized,Ruby,,JavaScript,,,J1565363946,NONE,1.0,,,True,,Jump to forum: Freelance Projects Job Opportunities Water Cooler Discourse Will Work for Pay Business Advice Local Meetups Prayer Requests Purely Graphical Shoot the Breeze Theology Discussion Website Critique Area Accessibility Concerns ActionScript + Flash Ajax + JavaScript .NET Discussion Cold Fusion Content Management CSS Discussion HTML Discussion PHP Discussion Ruby on Rails,"Jump to forum: Freelance Projects Job Opportunities Water Cooler Discourse Will Work for Pay Business Advice Local Meetups Prayer Requests Purely Graphical Shoot the Breeze Theology Discussion Website Critique Area Accessibility Concerns ActionScript + Flash Ajax + <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> .NET Discussion Cold Fusion Content Management CSS Discussion HTML Discussion PHP Discussion <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> on Rails",Jump to forum: Freelance Projects Job Opportunities Water Cooler Discourse Will Work for Pay Business Advice Local Meetups Prayer Requests Purely Graphical Shoot the Breeze Theology Discussion Website Critique Area Accessibility Concerns ActionScript + Flash Ajax + *JavaScript* .NET Discussion Cold Fusion Content Management CSS Discussion HTML Discussion PHP Discussion §Ruby$ on Rails,compsci,0,0,3,3,0,NONE,3.0,1.0
529,False,2/3/2018 11:34:42,3,1572198453,finalized,Cadillac,,Buick,,,T3171840444,BETTER,0.6613,,,True,,"Who's up for an intra-company cannibalizing Buick Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of Cadillac?","Who's up for an intra-company cannibalizing <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span>?","Who's up for an intra-company cannibalizing *Buick* Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of §Cadillac$?",brands,3,0,2,5,0,BETTER,3.0,0.6
1410,False,2/18/2018 15:32:43,3,1572199361,finalized,Ford,,Chevrolet,,,P2456598815,NONE,1.0,,,True,,"The Dart looks nice inside at the better trim levels, but the base trim level looks worse than the Chevrolet Cruze or the Ford Focus.","The Dart looks nice inside at the better trim levels, but the base trim level looks worse than the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Cruze or the <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Focus.","The Dart looks nice inside at the better trim levels, but the base trim level looks worse than the *Chevrolet* Cruze or the §Ford$ Focus.",brands,0,0,5,5,0,NONE,5.0,1.0
640,False,2/5/2018 16:37:02,3,1576122134,finalized,holiday,,birthday,,,K1727707613,NONE,1.0,,,True,,"Monday! Has been another happy day, it's our Queens birthday public holiday so made even better.","Monday! Has been another happy day, it's our Queens <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span> public <span style=""color: #6CB219; font-weight: bold"">holiday:[OBJECT_B]</span> so made even better.","Monday! Has been another happy day, it's our Queens *birthday* public §holiday$ so made even better.",jbt,0,0,3,3,0,NONE,3.0,1.0
94,False,2/5/2018 13:37:41,3,1576121582,finalized,georgia,,oregon,,,N2212181215,NONE,1.0,,,True,,"Since Ohio State was ineligible, there is a solid argument that oregon and georgia - on the lip of the goal in the SEC championship game vs. Alabama when time ran out - would also be included.","Since Ohio State was ineligible, there is a solid argument that <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span> - on the lip of the goal in the SEC championship game vs. Alabama when time ran out - would also be included.","Since Ohio State was ineligible, there is a solid argument that *oregon* and §georgia$ - on the lip of the goal in the SEC championship game vs. Alabama when time ran out - would also be included.",jbt,0,0,3,3,0,NONE,3.0,1.0
1036,False,2/18/2018 14:44:40,3,1572198969,finalized,Advil,,Motrin,,,A151622213,NONE,1.0,,,False,,"Advil, Motrin) may be recommended.","<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>) may be recommended.","*Advil*, §Motrin$) may be recommended.",brands,0,0,5,5,0,NONE,5.0,1.0
63,False,2/5/2018 12:30:16,3,1576060937,finalized,OpenGL,,Direct3D,,,S2973048555,NONE,0.6591,,,True,,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.","Unless you can't prove that <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> falls short in terms of the results you get out of it, <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> might be the better designed API - but it's not a better solution.","Unless you can't prove that *OpenGL* falls short in terms of the results you get out of it, §Direct3D$ might be the better designed API - but it's not a better solution.",compsci,0,1,2,3,0,NONE,2.0,0.6666666666666666
386,False,2/3/2018 10:37:36,3,1572198300,finalized,Ibuprofen,,Advil,,,A50161260,NONE,1.0,,,True,,2/19/2014 - A U.S. Food and Drug Administration (FDA) advisory panel has rejected a petition filed by Bayer HealthCare to have its over-the-counter (OTC) pain medication Aleve (naproxen) declared to be safer for the heart than competing alternatives like Advil and Motrin (Ibuprofen).,"2/19/2014 - A U.S. Food and Drug Administration (FDA) advisory panel has rejected a petition filed by Bayer HealthCare to have its over-the-counter (OTC) pain medication Aleve (naproxen) declared to be safer for the heart than competing alternatives like <span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span> and Motrin (<span style=""color: #6CB219; font-weight: bold"">Ibuprofen:[OBJECT_B]</span>).",2/19/2014 - A U.S. Food and Drug Administration (FDA) advisory panel has rejected a petition filed by Bayer HealthCare to have its over-the-counter (OTC) pain medication Aleve (naproxen) declared to be safer for the heart than competing alternatives like *Advil* and Motrin (§Ibuprofen$).,brands,0,0,5,5,0,NONE,5.0,1.0
