,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
477,1576061357,False,finalized,3,2/5/2018 18:14:07,BETTER,1.0,Java,,Scala,,N2137831425,,True,Scala and Cloture allow developers to write code that is more functional and often faster than Java when running on the same JVM.,"<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> and Cloture allow developers to write code that is more functional and often faster than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> when running on the same JVM.",*Scala* and Cloture allow developers to write code that is more functional and often faster than §Java$ when running on the same JVM.,compsci
771,1576061653,False,finalized,3,2/16/2018 08:46:53,NONE,1.0,Java,,Objective-C,,F818997569,,True,"- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to Objective-C, for Windows, I'd learn C#, and for Android, I'd continue with Java"";","- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, for Windows, I'd learn C#, and for Android, I'd continue with <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>"";","- going back to ""it's relative"" -- I still think that learning C++ and the minimal amount of copy-pasting occasionally necessary to invoke it is easier, faster, and more productive than learning three different programming languages and re-writing the code three times; this was (and is) my main point of contention: ""OS X or iOS, I'd go to *Objective-C*, for Windows, I'd learn C#, and for Android, I'd continue with §Java$"";",compsci
740,1534177578,False,finalized,3,1/27/2018 20:38:56,BETTER,0.6975,Java,,Scala,,R2837541767,,True,This is easier for some languages who have more syntactic sugar (like Ruby or Scala) and much more difficult for others (like Java).,"This is easier for some languages who have more syntactic sugar (like Ruby or <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span>) and much more difficult for others (like <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>).",This is easier for some languages who have more syntactic sugar (like Ruby or *Scala*) and much more difficult for others (like §Java$).,compsci
889,1576061771,False,finalized,3,2/16/2018 08:46:53,NONE,0.6949,OpenGL,,Direct3D,,P2567375670,,True,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).","The MS-product which is handling the game proper is DirectX/<span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span>, which is pretty damn decent and generally regarded as the best there is (the competitor is <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>).","The MS-product which is handling the game proper is DirectX/*Direct3D*, which is pretty damn decent and generally regarded as the best there is (the competitor is §OpenGL$).",compsci
725,1534177563,False,finalized,3,1/27/2018 20:40:01,WORSE,0.6828,Integer,,Floating-point,,B340093280,,True,"ARM has historically been weak at floating-point arithmetic, but I'm under the impression that ARM might do better per watt on integer workloads than x86.","ARM has historically been weak at <span style=""color: #9A14B2; font-weight: bold"">Floating-point:[OBJECT_A]</span> arithmetic, but I'm under the impression that ARM might do better per watt on <span style=""color: #6CB219; font-weight: bold"">Integer:[OBJECT_B]</span> workloads than x86.","ARM has historically been weak at *Floating-point* arithmetic, but I'm under the impression that ARM might do better per watt on §Integer$ workloads than x86.",compsci
1552,1576062438,False,finalized,3,2/17/2018 15:32:50,NONE,1.0,Swift,,Objective-C,,R2946280353,,False,"True, swift had been heavily influenced by Objective-C.","True, <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> had been heavily influenced by <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.","True, *Swift* had been heavily influenced by §Objective-C$.",compsci
427,1534177263,False,finalized,4,1/11/2018 19:24:19,NONE,1.0,Oracle,,MySQL,,L1777175696,,False,"MySql, Oracle.","<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.","*MySQL*, §Oracle$.",compsci
1083,1576061967,False,finalized,3,2/16/2018 08:44:35,BETTER,1.0,Java,,Python,,M2054187295,,True,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> isn't perfect, but it sure made a lot of things easier when coming from C++/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/Perl","*Python* isn't perfect, but it sure made a lot of things easier when coming from C++/§Java$/Perl",compsci
1651,1576062537,False,finalized,3,2/17/2018 15:32:19,NONE,1.0,Java,,PHP,,L1789040007,,True,Need to change the php program and java script to make this site faster and the ordering of meal,"Need to change the <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> program and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> script to make this site faster and the ordering of meal",Need to change the *PHP* program and §Java$ script to make this site faster and the ordering of meal,compsci
100,1534176931,False,finalized,3,1/11/2018 17:44:01,NONE,1.0,Java,,Ruby,N,E683200389,,False,+%%EXAMPLESDIR%%/%%PORTVERSION%%/ruby/java/example.i,"+%%EXAMPLESDIR%%/%%PORTVERSION%%/<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/example.i",+%%EXAMPLESDIR%%/%%PORTVERSION%%/*Ruby*/§Java$/example.i,compsci
417,1576061297,False,finalized,3,2/5/2018 15:53:40,BETTER,1.0,Java,,Scala,,K1612803251,,True,Learning speed for Scala is faster than that of C++ or Java for same task.,"Learning speed for <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is faster than that of C++ or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> for same task.",Learning speed for *Scala* is faster than that of C++ or §Java$ for same task.,compsci
1097,1576061981,False,finalized,3,2/16/2018 08:40:52,NONE,1.0,Python,,Bash,,B265968903,,True,"And keep in mind that people from Europe and some Asian countries get much better than the average American what these thing can do (the first thing I did with mine is installing bash and Python; and, yes, a powerful always-on pocket computer with GPS, constant internet access, camera and all kind of sensors can be programmed to do lots of new unusual useful things).","And keep in mind that people from Europe and some Asian countries get much better than the average American what these thing can do (the first thing I did with mine is installing <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>; and, yes, a powerful always-on pocket computer with GPS, constant internet access, camera and all kind of sensors can be programmed to do lots of new unusual useful things).","And keep in mind that people from Europe and some Asian countries get much better than the average American what these thing can do (the first thing I did with mine is installing *Bash* and §Python$; and, yes, a powerful always-on pocket computer with GPS, constant internet access, camera and all kind of sensors can be programmed to do lots of new unusual useful things).",compsci
1671,1576062557,False,finalized,3,2/17/2018 15:32:19,NONE,0.6659,OpenGL,,Direct3D,,B320966859,,True,"Apart from that, raytracing with Direct3D is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind OpenGL will just add that functionality using extensions, but I guess that discussion has been hold long enough now...","Apart from that, raytracing with <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> will just add that functionality using extensions, but I guess that discussion has been hold long enough now...","Apart from that, raytracing with *Direct3D* is in development at the moment (so no wonderfull new era of platform independent graphics APIs), the situation will just get worse as the people behind §OpenGL$ will just add that functionality using extensions, but I guess that discussion has been hold long enough now...",compsci
67,1576060941,False,finalized,3,2/5/2018 12:31:15,NONE,1.0,Java,,Smalltalk,,F749781074,,False,For instance Smalltalk and Java tend to enforce the object-oriented paradigm.,"For instance <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> tend to enforce the object-oriented paradigm.",For instance *Smalltalk* and §Java$ tend to enforce the object-oriented paradigm.,compsci
462,1534177298,False,finalized,3,1/11/2018 19:28:44,NONE,0.6385,Windows XP,,Windows 8,,N2232368140,,True,"So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & Windows 8 laptops as well as on another desktop pc running Windows XP , and found to be worth keep them active as long as a good alternative comes .","So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> laptops as well as on another desktop pc running <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> , and found to be worth keep them active as long as a good alternative comes .","So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & *Windows 8* laptops as well as on another desktop pc running §Windows XP$ , and found to be worth keep them active as long as a good alternative comes .",compsci
668,1534177505,False,finalized,3,1/27/2018 20:53:40,NONE,0.6936,Ethernet,,Bluetooth,,F730708564,,True,"Flutter's makers also plan to offer a few other bits of kit to flesh out their wireless system, including a variety of shields for easier plug and play (and minimal soldering); a home base station which can connect to a router via Ethernet or Wi-Fi; and a Bluetooth shield for talking to a smartphone and interfacing with a planned Flutter mobile app.","Flutter's makers also plan to offer a few other bits of kit to flesh out their wireless system, including a variety of shields for easier plug and play (and minimal soldering); a home base station which can connect to a router via <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> or Wi-Fi; and a <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> shield for talking to a smartphone and interfacing with a planned Flutter mobile app.","Flutter's makers also plan to offer a few other bits of kit to flesh out their wireless system, including a variety of shields for easier plug and play (and minimal soldering); a home base station which can connect to a router via *Ethernet* or Wi-Fi; and a §Bluetooth$ shield for talking to a smartphone and interfacing with a planned Flutter mobile app.",compsci
245,1576061121,False,finalized,3,2/5/2018 15:53:46,NONE,1.0,Java,,Ruby,,J1545066687,,False,"Java, .NET, PHP, Ruby, etc.).","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, .NET, PHP, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, etc.).","*Java*, .NET, PHP, §Ruby$, etc.).",compsci
358,1576061236,False,finalized,3,2/5/2018 18:15:10,WORSE,0.6578,OpenGL,,Direct3D,,L1772955680,,True,"My only point is that the presentation of my numbers is off, but there is no case in which OpenGL has ever been faster than Direct3D in all tests I have run on all machines.","My only point is that the presentation of my numbers is off, but there is no case in which <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> has ever been faster than <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> in all tests I have run on all machines.","My only point is that the presentation of my numbers is off, but there is no case in which *OpenGL* has ever been faster than §Direct3D$ in all tests I have run on all machines.",compsci
