a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
Oracle,,PostgreSQL,,K1740678343,True,Most of the applications I see that use Oracle would work fine or better with an OSS database such as Postgresql or even SQLite.,"Most of the applications I see that use <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> would work fine or better with an OSS database such as <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> or even SQLite.",Most of the applications I see that use *Oracle* would work fine or better with an OSS database such as §PostgreSQL$ or even SQLite.
USB,,Ethernet,,H1085345046,True,If not present then ethernet cards are very cheap and a much better route than USB.,"If not present then <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> cards are very cheap and a much better route than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>.",If not present then *Ethernet* cards are very cheap and a much better route than §USB$.
Ruby,,Python,,T3154601324,True,"Which is much better in languages like Ruby and Python.""","Which is much better in languages like <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.","Which is much better in languages like *Ruby* and §Python$."""
Java,,Haskell,,R2907567544,True,"tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".","tl;dr To me, <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> is better sold as ""that one language that allows you to make the same that in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".","tl;dr To me, *Haskell* is better sold as ""that one language that allows you to make the same that in §Java$, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml""."
Java,,PHP,,M2045751496,True,"Prove that Java is ""faster"" than PHP in the general sense.","Prove that <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is ""faster"" than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> in the general sense.","Prove that *Java* is ""faster"" than §PHP$ in the general sense."
Windows XP,,Windows 8,,S3033272482,True," We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings."," We believe that your upgrade experience in <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> won't migrate any programs or settings."," We believe that your upgrade experience in *Windows 8* will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from §Windows XP$ won't migrate any programs or settings."
Python,,JavaScript,,F761627574,True,"For the internet industry, being able to write solid code in Python, Ruby, C, C++, Java, Javascript, etc., will go much further---and having coding training is an absolute must.","For the internet industry, being able to write solid code in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Ruby, C, C++, Java, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, etc., will go much further---and having coding training is an absolute must.","For the internet industry, being able to write solid code in *Python*, Ruby, C, C++, Java, §JavaScript$, etc., will go much further---and having coding training is an absolute must."
Python,,Perl,,I1388003634,True,"I think Javascript, Perl, Python, and more are fundamentally better in this regard.","I think Javascript, <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, and more are fundamentally better in this regard.","I think Javascript, *Perl*, §Python$, and more are fundamentally better in this regard."
Java,,Python,,J1411082644,True,It is not really correct to ask why Python is slower than Java/C#.,"It is not really correct to ask why <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/C#.",It is not really correct to ask why *Python* is slower than §Java$/C#.
OpenGL,,Direct3D,,O2374853129,True,"That's because Direct3D and OpenGL are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.","That's because <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.","That's because *Direct3D* and §OpenGL$ are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier."
Windows 7,,Windows 8,,S3102678522,True,What can Windows 8 do for me that Windows 7 cannot do better already?,"What can <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> do for me that <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> cannot do better already?",What can *Windows 8* do for me that §Windows 7$ cannot do better already?
Eclipse,,NetBeans,,J1545016395,False,Java in Eclipse or NetBeans.,"Java in <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",Java in *Eclipse* or §NetBeans$.
USB,,Ethernet,,I1327233805,True,"iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have USB, video, Ethernet, FW, audio, ports, eSATA.","iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, video, <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>, FW, audio, ports, eSATA.","iOS devices using this I/O can charge faster, mirror or span the display to multiple screens, dock adaptors can have *USB*, video, §Ethernet$, FW, audio, ports, eSATA."
Windows XP,,Windows 8,,T3184468699,True,Windows 8 has significantly superior security mitigations compared to Windows XP as Figure 4 illustrates.,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> has significantly superior security mitigations compared to <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> as Figure 4 illustrates.",*Windows 8* has significantly superior security mitigations compared to §Windows XP$ as Figure 4 illustrates.
Python,,JavaScript,,H1204623623,True,"I'm interested in adding semantic backends for ebrowse, java, etags, to get better language support for c++, java, python ,ocaml, javascript and vbscript, which are languages I happen to program in.","I'm interested in adding semantic backends for ebrowse, java, etags, to get better language support for c++, java, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> ,ocaml, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> and vbscript, which are languages I happen to program in.","I'm interested in adding semantic backends for ebrowse, java, etags, to get better language support for c++, java, *Python* ,ocaml, §JavaScript$ and vbscript, which are languages I happen to program in."
CUDA,,OpenCL,,G984002449,True,"However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).","However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> stack (which does not perform as well as <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span> on NVidia).","However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the *OpenCL* stack (which does not perform as well as §CUDA$ on NVidia)."
Eclipse,,NetBeans,,E635911788,False,"Eclipse, Netbeans, etc.)","<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>, etc.)","*Eclipse*, §NetBeans$, etc.)"
Integer,,Floating-point,,M2088400983,True,"Remember, integer arithmetic is much faster than floating-point arithmetic, as it can usually be done directly by the processor, rather than relying on external FPUs or floating point math libraries.","Remember, <span style=""color: #9A14B2; font-weight: bold"">Integer:[OBJECT_A]</span> arithmetic is much faster than <span style=""color: #6CB219; font-weight: bold"">Floating-point:[OBJECT_B]</span> arithmetic, as it can usually be done directly by the processor, rather than relying on external FPUs or floating point math libraries.","Remember, *Integer* arithmetic is much faster than §Floating-point$ arithmetic, as it can usually be done directly by the processor, rather than relying on external FPUs or floating point math libraries."
Java,,Python,,L1791483865,True,"Netbeans+Java has superior GUI tools, to anything I've ever seen in Python.","Netbeans+<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> has superior GUI tools, to anything I've ever seen in <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.","Netbeans+*Java* has superior GUI tools, to anything I've ever seen in §Python$."
Ruby,,PHP,,I1405472427,True,"(It is easier to find a hosting provider, and many people are more familiar to PHP than Ruby.)","(It is easier to find a hosting provider, and many people are more familiar to <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.)","(It is easier to find a hosting provider, and many people are more familiar to *PHP* than §Ruby$.)"
Windows 7,,Windows 8,,T3184481208,True,"Windows 8 sells 40 million copies to date, faster adoption than Windows 7","<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> sells 40 million copies to date, faster adoption than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>","*Windows 8* sells 40 million copies to date, faster adoption than §Windows 7$"
Windows 7,,Windows 8,,T3184460824,True,Windows 8 adoption 5x slower than Windows 7 so far,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> adoption 5x slower than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> so far",*Windows 8* adoption 5x slower than §Windows 7$ so far
Java,,Python,,G1029755582,True,"I can see why you would prefer Java to Python (speed), and Tcl (better language).","I can see why you would prefer <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> (speed), and Tcl (better language).","I can see why you would prefer *Java* to §Python$ (speed), and Tcl (better language)."
Python,,Perl,,I1259218855,True,In fact other scripting languages like Perl and Python are also faster.,"In fact other scripting languages like <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> are also faster.",In fact other scripting languages like *Perl* and §Python$ are also faster.
PHP,,Perl,,I1352567657,True,Is PHP better than Perl? - Discuss.,"Is <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>? - Discuss.",Is *PHP* better than §Perl$? - Discuss.
CUDA,,OpenCL,,Q2651396670,True,There have been a few heated debates on CUDA vs. OpenCL for GPUs and I certainly do not want to give the impression that I know which technology is better.,"There have been a few heated debates on <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> for GPUs and I certainly do not want to give the impression that I know which technology is better.",There have been a few heated debates on *CUDA* vs. §OpenCL$ for GPUs and I certainly do not want to give the impression that I know which technology is better.
