a,also_acceptable,b,id,marker,raw_text,text_html,text_readable
football,,basketball,G1046932701,True,I'd like KU more for the basketball and mediocre football.,"I'd like KU more for the <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> and mediocre <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span>.",I'd like KU more for the *basketball* and mediocre §football$.
fox,,cnn,D494459880,True,"CNN, at this point you're no better than Fox News.","<span style=""color: #9A14B2; font-weight: bold"">cnn:[OBJECT_A]</span>, at this point you're no better than <span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span> News.","*cnn*, at this point you're no better than §fox$ News."
beer,,soda,N2229822486,True,Soda vs. Beer helps keep fans in better perspective.,"<span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> helps keep fans in better perspective.",*soda* vs. §beer$ helps keep fans in better perspective.
california,,michigan,Q2679628729,True,"There were  other short lived States including Jefferson , Shasta, Klamath (all between Oregon and California), Superior (Upper Michigan) and Nickajack (Northern Alabama).","There were  other short lived States including Jefferson , Shasta, Klamath (all between Oregon and <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>), Superior (Upper <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span>) and Nickajack (Northern Alabama).","There were  other short lived States including Jefferson , Shasta, Klamath (all between Oregon and *california*), Superior (Upper §michigan$) and Nickajack (Northern Alabama)."
harvard,,princeton,F849870468,True,"Harvard has the overall better record, owns first place and has already beaten Princeton this season.","<span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> has the overall better record, owns first place and has already beaten <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span> this season.","*harvard* has the overall better record, owns first place and has already beaten §princeton$ this season."
football,,basketball,D550007765,True,Darryl Charles: Football players are worse than basketball players:,"Darryl Charles: <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> players are worse than <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> players:",Darryl Charles: *football* players are worse than §basketball$ players:
pizza,,sausage,B279692941,True,And the house special pie that we had tasted like every other mediocre green pepper/sausage pizza I've ever eaten in this city.,"And the house special pie that we had tasted like every other mediocre green pepper/<span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span> I've ever eaten in this city.",And the house special pie that we had tasted like every other mediocre green pepper/*sausage* §pizza$ I've ever eaten in this city.
pizza,,steak,H1200089552,True,"I mean, you might be able to get some decent biscuits with sausage gravy or some chicken-fried steak here, but good pizza?","I mean, you might be able to get some decent biscuits with sausage gravy or some chicken-fried <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span> here, but good <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span>?","I mean, you might be able to get some decent biscuits with sausage gravy or some chicken-fried *steak* here, but good §pizza$?"
knife,,pistol,P2504238528,True,The Ginsu Home Surgical Knife Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm pistol.,"The Ginsu Home Surgical <span style=""color: #9A14B2; font-weight: bold"">knife:[OBJECT_A]</span> Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm <span style=""color: #6CB219; font-weight: bold"">pistol:[OBJECT_B]</span>.",The Ginsu Home Surgical *knife* Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm §pistol$.
tennis,,volleyball,O2348708104,False,Tennis Badminton Volleyball,"<span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> Badminton <span style=""color: #6CB219; font-weight: bold"">volleyball:[OBJECT_B]</span>",*tennis* Badminton §volleyball$
milk,,soda,K1716906168,True,milk or diet soda or juice is better and all are allowed with the kid's meal.,"<span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> or diet <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span> or juice is better and all are allowed with the kid's meal.",*milk* or diet §soda$ or juice is better and all are allowed with the kid's meal.
beer,,soda,S2950905250,True,"tumbler, cooler, pub, or grand glass) is the perfect vessel for beer, mixed drinks or soda.","tumbler, cooler, pub, or grand glass) is the perfect vessel for <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span>, mixed drinks or <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span>.","tumbler, cooler, pub, or grand glass) is the perfect vessel for *beer*, mixed drinks or §soda$."
amazon,,hulu,T3194960478,True,"With Netflix, Hulu, Amazon and others pushing harder into the game, this needs to be addressed immediately across all categories.","With Netflix, <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> and others pushing harder into the game, this needs to be addressed immediately across all categories.","With Netflix, *hulu*, §amazon$ and others pushing harder into the game, this needs to be addressed immediately across all categories."
potato,,steak,E666161632,True,"Even better how about a delicious classic bistro Mother's Day feast of steak, green beans and potato dauphinoise.","Even better how about a delicious classic bistro Mother's Day feast of <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span>, green beans and <span style=""color: #6CB219; font-weight: bold"">potato:[OBJECT_B]</span> dauphinoise.","Even better how about a delicious classic bistro Mother's Day feast of *steak*, green beans and §potato$ dauphinoise."
forest,,timber,K1607383236,True,"Later, in 1984, slower-growing species of forest trees such as teak and neem (Azadirachta indica) were acquired to obtain more valuable timber.","Later, in 1984, slower-growing species of <span style=""color: #9A14B2; font-weight: bold"">forest:[OBJECT_A]</span> trees such as teak and neem (Azadirachta indica) were acquired to obtain more valuable <span style=""color: #6CB219; font-weight: bold"">timber:[OBJECT_B]</span>.","Later, in 1984, slower-growing species of *forest* trees such as teak and neem (Azadirachta indica) were acquired to obtain more valuable §timber$."
virginia,,georgia,F805048914,True,"Georgia Tech, Virginia and Boston College shift depending on which program (football or hoops) is better.","<span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span> Tech, <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> and Boston College shift depending on which program (football or hoops) is better.","*georgia* Tech, §virginia$ and Boston College shift depending on which program (football or hoops) is better."
plastic,,concrete,R2924538701,True,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:","To mount on a solid wall like <span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> or brick, you will need a <span style=""color: #6CB219; font-weight: bold"">plastic:[OBJECT_B]</span> anchor:","To mount on a solid wall like *concrete* or brick, you will need a §plastic$ anchor:"
restaurant,,cafe,N2227812868,True,So Auckland has a decent French restaurant and Christchurch has a Belgian beer cafe.,"So Auckland has a decent French <span style=""color: #9A14B2; font-weight: bold"">restaurant:[OBJECT_A]</span> and Christchurch has a Belgian beer <span style=""color: #6CB219; font-weight: bold"">cafe:[OBJECT_B]</span>.",So Auckland has a decent French *restaurant* and Christchurch has a Belgian beer §cafe$.
ps2,,gamecube,F796579993,True,Gamecube will indefinitely be better it runs faster has better sound and graphic capabilities and is easier top program for than Ps2.,"<span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span> will indefinitely be better it runs faster has better sound and graphic capabilities and is easier top program for than <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span>.",*gamecube* will indefinitely be better it runs faster has better sound and graphic capabilities and is easier top program for than §ps2$.
coffee,,juice,O2343624492,True,"Tea and coffee bought sparingly (no pop or water) Splurges: nuts, dried fruit, orange juice, nicer crackers, beer and wine","Tea and <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span> bought sparingly (no pop or water) Splurges: nuts, dried fruit, orange <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, nicer crackers, beer and wine","Tea and *coffee* bought sparingly (no pop or water) Splurges: nuts, dried fruit, orange §juice$, nicer crackers, beer and wine"
concrete,,cement,Q2632224361,True,The rate of hardening is slower than the normal Portland cement concrete.,"The rate of hardening is slower than the normal Portland <span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span>.",The rate of hardening is slower than the normal Portland *cement* §concrete$.
virginia,,pennsylvania,M1979712230,False,", pennsylvania, virginia, florida , wisconsin.",", <span style=""color: #9A14B2; font-weight: bold"">pennsylvania:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>, florida , wisconsin.",", *pennsylvania*, §virginia$, florida , wisconsin."
fox,,espn,E696296872,True,Far better to go w/ a content provider like ESPN/Fox/NBC/CBS/other.,"Far better to go w/ a content provider like <span style=""color: #9A14B2; font-weight: bold"">espn:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">fox:[OBJECT_B]</span>/NBC/CBS/other.",Far better to go w/ a content provider like *espn*/§fox$/NBC/CBS/other.
california,,virginia,S3007292840,True,"Vivian Davis , vivdavis [at] ucla [dot] edu, University of California-Los Angeles and Virginia Commonwealth University, ""Classroom Occupations: Pedagogy of Safer Spaces"" (part 1)","Vivian Davis , vivdavis [at] ucla [dot] edu, University of <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>-Los Angeles and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> Commonwealth University, ""Classroom Occupations: Pedagogy of Safer Spaces"" (part 1)","Vivian Davis , vivdavis [at] ucla [dot] edu, University of *california*-Los Angeles and §virginia$ Commonwealth University, ""Classroom Occupations: Pedagogy of Safer Spaces"" (part 1)"
milk,,tea,H1178208532,True,I liked the mothers milk tea better.,"I liked the mothers <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">tea:[OBJECT_B]</span> better.",I liked the mothers *milk* §tea$ better.
amazon,,hulu,L1914151109,True,"On our prelaunch firmware, the app selection was decent: Netflix, Amazon Instant, Hulu Plus, NFL, Crackle, Vudu, FoxNow, FXNow, TED, Redbox Instant, Machinima, and Skype.","On our prelaunch firmware, the app selection was decent: Netflix, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> Instant, <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> Plus, NFL, Crackle, Vudu, FoxNow, FXNow, TED, Redbox Instant, Machinima, and Skype.","On our prelaunch firmware, the app selection was decent: Netflix, *amazon* Instant, §hulu$ Plus, NFL, Crackle, Vudu, FoxNow, FXNow, TED, Redbox Instant, Machinima, and Skype."
