id	sentence	a	b	marker
O2324229662	Support end users running Windows, Mac, Linux, Blackberry, Apple iOS, Android and Windows Mobile.	Windows Mobile	iOS	False
H1113903855	If you had placed iOS or Android in an old touchpad or QWERTY form factor phone, Symbian, Windows Mobile and BlackBerry would still rule today.	Windows Mobile	iOS	False
M1926917389	Oracle MAF, available as an extension to both JDeveloper and Eclipse, lets you develop a single application that will run on both iOS and Android devices.	Eclipse	JDeveloper	False
A808195	[0009] FIG. 1 is a graph showing the relationship between signal loss and frequency in the conventional stack package formed using semiconductor packages having through-electrodes.	Graph	Stack	False
F764954525	For this reason, organizations migrate from their current database, such as Microsoft SQL Server, Sybase Adaptive Server, or Microsoft Access, to an Oracle database.	Oracle	Microsoft Access	False
A86658622	+4 years experience in profiling mobile applications, architecture or platforms (iOS, Android, Windows Mobile) ?	Windows Mobile	iOS	False
S2980881766	US6085197 and US5956728 covers a system for managing changes to an object-graph that includes also an undo stack.	Graph	Stack	False
B256550430	And I could hack this up using Python or whatever, possibly even some bash loops.	Bash	Hack	False
M2003438727	Platforms - Apple iOS, Blackberry, Android & Windows Mobile, Frameworks - Titanium, Sencha Touch, PhoneGap, Mobile optimized websites & applications)	Windows Mobile	iOS	False
S3006862842	Visualize it with me: a retro uncoated finish with foil stamping for the letters and maple seed insignia.	Maple	FOIL	False
E565945192	DENSO ADC's devices feature lightweight, ergonomic designs; rugged, durable construction; superior resistance to water and dust exposure; power-saving advantages that enable longer operating time; high-speed communication via Bluetooth, USB, 802.11a/b/g/n, serial or keyboard interfaces; and lower cost of ownership.	USB	Bluetooth	True
D396301949	But I tether over bluetooth and I regularly get from 200-500kbps (it's a little faster when using a usb cable), PLUS you can still take a voice call and have the internet going at the same time.	USB	Bluetooth	True
G1018869329	I am working on swift mobile application and for backend, we are using java.	Java	Swift	False
F761736131	For the LAMP based hosters (and of course, the J2EE hosting providers), there is now a very solid choice in that Solaris with Apache/Tomcat/any other J2EE Application Server, Mysql (or your favored DB), with Perl/PHP/J2EE offers a compelling alternative given Solaris 10's various functionalities.	PHP	Perl	True
T3184748713	Windows XP users should click the Start menu, chose Control Panel from Settings, and then click Power Options (if you have Windows Vista, which offers even better control of power settings, you should be able to access the power settings directly from the Start menu).	Windows XP	Windows Vista	True
D531550573	-CP852:ASCII-8BIT,UTF-8,US-ASCII,Big5,Big5-HKSCS,Big5-UAO,CP949,EUC-JP,EUC-KR,GB18030,GBK,ISO-8859-1,ISO-8859-2,ISO-8859-3,ISO-8859-4,ISO-8859-5,ISO-8859-6,ISO-8859-7,ISO-8859-8,ISO-8859-9,ISO-8859-10,ISO-8859-11,ISO-8859-13,ISO-8859-14,ISO-8859-15,KOI8-R,KOI8-U,Shift_JIS,UTF-16BE,UTF-16LE,UTF-32BE,UTF-32LE,Windows-1251,IBM437,IBM737,IBM775,CP850,IBM852,IBM855,CP855,IBM857,IBM860,IBM861,IBM862,IBM863,IBM865,IBM866,IBM869,macCroatian,macCyrillic,macGreek,macIceland,macRoman,macRomania,macTurkish,macUkraine,CP950,CP951,stateless-ISO-2022-JP,eucJP-ms,CP51932,GB2312,GB12345,ISO-2022-JP,CP50220,CP50221,Windows-1252,Windows-1250,Windows-1256,Windows-1253,Windows-1255,Windows-1254,TIS-620,Windows-874,Windows-1257,Windows-31J,UTF8-MAC,UTF-16,UTF-32,UTF8-DoCoMo,SJIS-DoCoMo,UTF8-KDDI,SJIS-KDDI,ISO-2022-JP-KDDI,stateless-ISO-2022-JP-KDDI,UTF8-SoftBank,SJIS-SoftBank	ASCII	ISO 8859:	False
T3165448246	"While the rival Eclipse platform gets more column inches, the NetBeans Java IDE is currently a much stronger product: faster, easier to use and more complete."	Eclipse	NetBeans	True
I1371354023	It depends on what kind of company you want to work for but I would think a large codebase in a scripting language, like Ruby, would be a bit harder to maintain than in C# or Java.	Java	Ruby	True
P2589351987	Then you can include this code in your JDeveloper or Eclipse project.	Eclipse	JDeveloper	False
T3140431658	When the video starts to stutter, my CPU is usually around 40%, the memory is around 45%, but the storage is peaking out on the drive that houses the media (at least based on the Queue Length graph which shows it hitting .05).	Graph	Queue	False
K1713973329	Microsoft SQL server, MySQL, or PostgreSQL.	PostgreSQL	Microsoft SQL Server	False
M2044203967	Proprietary part & document databases in Microsoft Access, dBase, FoxPro, MySQL, Oracle, Paradox, SQL Server	Oracle	Microsoft Access	False
D478356640	Chris Guerre, the farmer behind Maple Avenue Market Farms in Great Falls, was doing a swift business selling baby chard, baby beets, kale and eggs.	Swift	Maple	False
T3253087820	You have different OSes including iOS, Android, Windows Mobile, BlackBerry, and now Mozilla.	Windows Mobile	iOS	False
N2198734575	Shoot, sorry to reply to myself, but the alternative to MySQL is PostgreSQL, and it's much, much better.	MySQL	PostgreSQL	True
H1178836456	I like OpenGL better than Direct3D for a number of reasons.	OpenGL	Direct3D	True
M2086321322	Relational database: Microsoft Access and Oracle and other relational databases are more advanced and more efficient.	Oracle	Microsoft Access	False
H1077301464	If I have to go anywhere else than Smalltalk I guess that Ruby might be ok, notwithstanding the better tool support in Java.	Java	Ruby	True
A77327238	3. UTF-8, UTF-16, and UTF-32 are serialization formats - NOT Unicode	Unicode	UTF-32	False
O2324369938	Support for PostgreSQL, Oracle and Microsoft SQL Server is also available.	PostgreSQL	Microsoft SQL Server	False
T3239306337	You can choose between MySQL , PostgreSQL , Oracle , or Microsoft SQL Server .	PostgreSQL	Microsoft SQL Server	False
R2833837857	This is a nice option, although it is Bluetooth only on HTC phones, so it's probably still better just to use PDANet over USB.	USB	Bluetooth	True
M2083454066	Regardless of the type of mobile device preferred-iOS, Android or Windows Mobile-the TerraFlex interface provides a consistent experience.	Windows Mobile	iOS	False
I1376065547	It feels faster than eclipse or netbeans to me.	Eclipse	NetBeans	True
R2861962709	This presents you with a pop-out menu which lists each of the filters being used in the current graph, in order (with the Source Filters on the bottom and the Render Filters on the top of the stack).	Graph	Stack	False
E686924929	Expand and Enhance Your Home Entertainment Experience with Faster Wireless Speeds for HD Video Streaming The EnGenius ESR900 is a Dual Band Wireless N900 Cloud Router with a Four-Port Gigabit Ethernet switch and USB port.	USB	Ethernet	True
D550527056	Databases supported: Microsoft Access, dBase, FoxPro, Microsoft Excel, Interbase/Firebird, Lotus 1-2-3, MySQL, Oracle, Paradox, SQL Server, Text files, ODBC, XML.	Oracle	Microsoft Access	False
S2992097761	-UTF-8:ASCII-8BIT,US-ASCII,Big5,Big5-HKSCS,Big5-UAO,CP949,EUC-JP,EUC-KR,GB18030,GBK,ISO-8859-1,ISO-8859-2,ISO-8859-3,ISO-8859-4,ISO-8859-5,ISO-8859-6,ISO-8859-7,ISO-8859-8,ISO-8859-9,ISO-8859-10,ISO-8859-11,ISO-8859-13,ISO-8859-14,ISO-8859-15,KOI8-R,KOI8-U,Shift_JIS,UTF-16BE,UTF-16LE,UTF-32BE,UTF-32LE,Windows-1251,IBM437,IBM737,IBM775,CP850,IBM852,CP852,IBM855,CP855,IBM857,IBM860,IBM861,IBM862,IBM863,IBM865,IBM866,IBM869,macCroatian,macCyrillic,macGreek,macIceland,macRoman,macRomania,macTurkish,macUkraine,CP950,CP951,stateless-ISO-2022-JP,eucJP-ms,CP51932,GB2312,GB12345,ISO-2022-JP,CP50220,CP50221,Windows-1252,Windows-1250,Windows-1256,Windows-1253,Windows-1255,Windows-1254,TIS-620,Windows-874,Windows-1257,Windows-31J,UTF8-MAC,UTF-16,UTF-32,UTF8-DoCoMo,SJIS-DoCoMo,UTF8-KDDI,SJIS-KDDI,ISO-2022-JP-KDDI,stateless-ISO-2022-JP-KDDI,UTF8-SoftBank,SJIS-SoftBank	ASCII	ISO 8859:	False
T3218690997	XL C supports the recent C standard committee extensions to the C99 standard with support for the UTF-16 and UTF-32 Unicode data types.	Unicode	UTF-32	False
E697386751	Faster Transfer Rates: USB 2.0 and Fast Ethernet for sharing photos, video, data files or a printer across your network.	USB	Ethernet	True
F758430732	For smoke, I used maple wood chips wrapped in a foil packet and placed over the lit burner.	Maple	FOIL	False
C348404495	As a quick hack that would work but I think human readbale solution would be: grep $'\r' /bash shell only/ or grep printf '\r' -  akostadinov Jun 4 '12 at 12:25	Bash	Hack	False
K1634939724	Link: A medium over which nodes communicate with each other at the Data Link Layer (such as an ATM, frame relay, or SMDS wide area network, or an Ethernet or token ring LAN).	Frame relay	Token ring	False
B253142085	And, from the people I've worked with, I'll attest to the fact that it is much easier for someone to break into Ruby programming versus Java programming.	Java	Ruby	True
F810931957	GiPo@DB_Utilities  - These utilities work (editing, viewing, searching, etc) with OLEDB-compatible databases and data sources (Microsoft SQL Server 7/2000, Oracle DBMS, Informix, DB2, mySQL, Microsoft Access, dBase, Paradox, FoxPro, Visual FoxPro and many...	Oracle	Microsoft Access	False
K1667836764	making lifetimes become unpredictable and forcing a replacement of the simple stack model by a more complex, garbage-collected graph).	Graph	Stack	False
P2456897920	The data is formatted as a CSV file and can be imported into MySQL, Microsoft SQL Server, Oracle, PostgreSQL, and any other database.	PostgreSQL	Microsoft SQL Server	False
Q2669002760	There's no reason why it has to be jumbo frames -- the Thunderbolt interface is much faster than the USB interface, so you'd expect an Ethernet connection made via Thunderbolt to be faster than any other network connection to an MBA.	USB	Ethernet	True
M1977493190	PC System Requirements OS: Windows XP SP3, Windows Vista, Windows 7, Windows 8 Processor: Intel Core 2 Duo or AMD equivalent or better Memory: 2 GB RAM Graphics: ATI Radeon HD 4350 / NVIDIA GeForce 6800 / Intel HD 3000 or better DirectX®: 9.0c Hard Drive: 4GB HD space	Windows XP	Windows Vista	True
M2057220115	QueryIT can access data in almost all database engines supported by DBManager Professional : Oracle, Microsoft SQL Server, Sybase, Microsoft Access, MySQL, PostgreSQL, Interbase, Firebird, SQLite, DBF Tables and ODBC Datasources.	Oracle	Microsoft Access	False
S3087381505	We tested six popular free or open source relational database management systems (RDBMS): Microsoft SQL Server Express, PostgreSQL, Oracle's MySQL, MariaDB, Apache Derby, and Firebird SQL.	Firebird	Microsoft SQL Server	False
N2119513541	R plays well with many other tools, importing data, for example, from CSV les, SAS, and SPSS, or directly from Microsoft Excel, Microsoft Access, Oracle, MySQL, and SQLite.	Oracle	Microsoft Access	False
H1215075602	I'm really sad to see so many people still pushing MySQL, which was definitely the right choice in 2000, and skipping over PostgreSQL, which has become the superior choice in the last few years.	MySQL	PostgreSQL	True
F835955213	Groom's Name Wiseman Simmons Kutz Heffernan McClure McKenna Austin Ryon Burchette Yeager Caton Donald Watson Caton Shiflett Strockbine Nicoll Sharp Louk Stulz Chapman Pittman Graham Ruby Johnson Soter Pearson McCrae Harris Jackson Hoffer Carpenter Clarke Pasewark Curry Bennett Balenger Sonnenan Abelson Moreland Burnett Waren Kavanaugh Schmidt Ward Sawyer Cass Marsh Kaufman Bush Bryson Mullins Wright	Curry	Ruby	False
