,caption,gold,id,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
T3197884713,middle_paths_unrestricted_16,NONE,,1.0,Windows XP,Windows 8,lex (unique),"[['X/PROPN/nsubj/> work/VERB/ROOT/^ hate/VERB/parataxis/<', 'think/VERB/xcomp/< be/VERB/ccomp/< on/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V work/VERB/ROOT/^ hate/VERB/parataxis/<', 'think/VERB/xcomp/< be/VERB/ccomp/< on/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> driver/NOUN/conj/V work/VERB/ROOT/^', 'hate/VERB/parataxis/< think/VERB/xcomp/< be/VERB/ccomp/< on/ADP/prep/<', 'Y/PROPN/pobj/<']]",,,ARG,False,267,"With regard to drivers, I can't speak from personal experience, but your friend did say ""major releases"" - 2.6 was released in 2003, about the same time as Windows XP, and many XP drivers work poorly if at all on Windows 7 (I hate to think how they are on Windows 8).","With regard to drivers, I can't speak from personal experience, but"", 'your friend did say ""major releases"" - 2.6 was released in 2003, about', 'the same time as Windows XP, and many XP drivers work poorly if at all', 'on Windows 7 (I hate to think how they are on Windows 8)."
T3200982355,middle_paths_unrestricted_16,ARG,,1.0,rubber,concrete,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ on/ADP/prep/< dirt/NOUN/pobj/<', 'than/ADP/cc/< Y/PROPN/pobj/<']]",,,NONE,False,91,"With the hard rubber this shoe has, it is somewhat better for on dirt rather than concrete.","With the hard rubber this shoe has, it is somewhat better for on dirt', 'rather than concrete."
T3203049748,middle_paths_unrestricted_16,NONE,,1.0,wii,playstation,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ remote/ADJ/nmod/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/dobj/<']]",,,ARG,False,113,"With the wii remote (and later the shameless copy, the playstation Move), faster precision was never this simple!","With the wii remote (and later the shameless copy, the playstation', 'Move), faster precision was never this simple!"
T3209367396,middle_paths_unrestricted_16,NONE,,1.0,IBM,Apple,lex (unique),"[['X/PROPN/nsubj/> chase/VERB/ROOT/^ giant/NOUN/dobj/<', 'include/VERB/prep/< Y/PROPN/pobj/<']]",,,ARG,False,164,Working with its erstwhile foe also may help IBM chase other technology giants - including Apple - that have done a better job seizing on the mobile-computing boom.,"Working with its erstwhile foe also may help IBM chase other', 'technology giants - including Apple - that have done a better job', 'seizing on the mobile-computing boom."
T3220097683,middle_paths_unrestricted_16,ARG,,1.0,mit,stanford,lex (unique),[['X/PROPN/nsubj/> be/VERB/ROOT/^ by/ADP/conj/< Y/PROPN/pobj/<']],,,NONE,False,108,"Yale offered nothing at all really, mit was a little nicer, but by far stanford offered the best FA package.","Yale offered nothing at all really, mit was a little nicer, but by far', 'stanford offered the best FA package."
T3220253871,middle_paths_unrestricted_16,ARG,,1.0,ps3,psp,lex (unique),[['X/PROPN/compound/> be/VERB/ROOT/^ Y/PROPN/dobj/<']],,,NONE,True,61,"Yamauchi: ps3 dev was harder than anticipated, pushed psp out","Yamauchi: ps3 dev was harder than anticipated, pushed psp out"
T3224820173,middle_paths_unrestricted_16,ARG,,1.0,CUDA,OpenCL,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ receive/VERB/conj/< be/VERB/conj/<', 'product/NOUN/attr/< Y/PROPN/appos/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ receive/VERB/conj/< be/VERB/conj/<', 'product/NOUN/attr/< then/ADV/advmod/V Y/PROPN/appos/<']]",,,NONE,True,112,"Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.","Yes, CUDA has been around longer, receives more support, and is a', 'better product in almost all ways then OpenCL."
T3224932895,middle_paths_unrestricted_16,ARG,,1.0,Scala,Java,lex (unique),"[['X/PROPN/nsubj/> be/VERB/ROOT/^ tout/VERB/conj/< as/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ tout/VERB/conj/< as/ADP/prep/<', 'good/ADJ/amod/V Y/PROPN/pobj/<']]",,,NONE,False,115,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.","Yes, even though Scala is primarily a JVM language and often touted as', 'a ""better Java"", it doesn\'t have interfaces."
T3226352107,middle_paths_unrestricted_16,ARG,,1.0,Java,Scala,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ though/ADP/advmod/V Y/PROPN/appos/<']]",,,NONE,False,106,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.","Yes, it's not elegant in pure Java (though Scala is much nicer), but"", ""it's effective and can be quite fase."
T3229116753,middle_paths_unrestricted_16,ARG,,1.0,Toyota,BMW,lex (unique),[['X/PROPN/nsubj/> sell/VERB/ROOT/^ Y/PROPN/conj/<']],,,NONE,False,103,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.","Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers', 'a much better driving experience."
T3233960575,middle_paths_unrestricted_16,ARG,,1.0,Samsung,Toshiba,lex (unique),"[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> quality/NOUN/compound/V Y/PROPN/ROOT/^']]",,,NONE,False,108,You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,"You also shouldn't know whether the SSD is a decent quality Samsung a"", 'much slower and lower quality Toshiba."
T3239865546,middle_paths_unrestricted_16,ARG,,1.0,PHP,JavaScript,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ be/VERB/conj/V Y/PROPN/dobj/<']]",,,NONE,False,108,"You can do form checking with PHP, but it is much easier to use JavaScript to check the form before posting.","You can do form checking with PHP, but it is much easier to use', 'JavaScript to check the form before posting."
T3241419882,middle_paths_unrestricted_16,ARG,,0.6,Python,Haskell,lex (unique),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ write/VERB/conj/V Y/PROPN/pobj/<']]",,,NONE,False,143,"You can go ahead and right some code without static type checking in Python, and you might even write it faster than you would have in Haskell.","You can go ahead and right some code without static type checking in', 'Python, and you might even write it faster than you would have in', 'Haskell."
T3241749624,middle_paths_unrestricted_16,NONE,,0.8,stone,metal,lex (unique),"[['X/PROPN/compound/> thanks/NOUN/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> thanks/NOUN/ROOT/^ to/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",,,ARG,True,86,You can hit three birds with one stone thanks to the metal Gear Solid: HD Collection .,"You can hit three birds with one stone thanks to the metal Gear Solid:', 'HD Collection ."
T3250509870,middle_paths_unrestricted_16,ARG,,1.0,rubber,concrete,lex (unique),"[['X/NOUN/ROOT/^ Y/PROPN/pobj/<'], ['X/NOUN/ROOT/^ wear/VERB/advcl/V Y/PROPN/pobj/<']]",,,NONE,False,91,You don't want super sticky rubber though because it will wear out faster on concrete tees.,"You don't want super sticky rubber though because it will wear out"", 'faster on concrete tees."
T3270881892,middle_paths_unrestricted_16,ARG,,0.8,iphone,laptop,lex (unique),[['NOPATH']],,,NONE,True,62,Your iphone is a much better display than your desktop/laptop.,Your iphone is a much better display than your desktop/laptop.
T3275535519,middle_paths_unrestricted_16,NONE,,1.0,Perl,PHP,lex (unique),"[['X/PROPN/compound/> language/NOUN/ROOT/^ grasp/NOUN/conj/<', 'of/ADP/prep/< language/NOUN/pobj/< c/PROPN/appos/< Y/PROPN/appos/<']]",,,ARG,False,134,"You should have a decent grasp of the Perl programming language, or else a solid grasp of another programming language (C, PHP, etc.).","You should have a decent grasp of the Perl programming language, or', 'else a solid grasp of another programming language (C, PHP, etc.)."
T3277592110,middle_paths_unrestricted_16,NONE,,1.0,youtube,google,lex (unique),[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/conj/<']],,,ARG,False,37,"youtube is so much easier, or google.","youtube is so much easier, or google."
2920,InferSent,ARG,P2560048067,1.0,USB,Bluetooth,se (unique),,,,NONE,True,130,"The micro-USB adapter plugs into your smartphone, enabling faster-than-Bluetooth data speeds over a distance of a few centimeters.",
2921,InferSent,NONE,L1768720010,1.0,beer,milk,se (unique),,,,ARG,True,89,My husband has made beer for years (they just keep getting better!) and cow's milk kefir.,
2925,InferSent,NONE,P2540341686,0.8,Microsoft,Sony,se (unique),,,,ARG,False,107,"The last thing Microsoft wants is parents saying ""Sony is safer"" when it's a multi-billion dollar business.",
2929,InferSent,NONE,A127796578,0.8,Windows XP,Windows Vista,se (unique),,,,ARG,False,140,"According to recent tests, the performance improvements were significant: 26 percent faster for Windows XP and 84 percent for Windows Vista.",
2930,InferSent,NONE,P2473412463,1.0,Scala,Java,se (unique),,,,ARG,True,125,The emphasis is surprisingly different: Scala is very much about better component oriented programming for the Java platform.,
2934,InferSent,NONE,E637671220,1.0,Java,Scala,se (unique),,,,ARG,True,107,"Edit: I do have a decent amount of Java experience, but I haven't used Scala before, if that plays into it.",
2937,InferSent,NONE,F832794535,1.0,pizza,bread,se (unique),,,,ARG,False,56,"Great place for pizza, better place for some feta bread!",
2942,InferSent,ARG,M1936854585,1.0,Microsoft,IBM,se (unique),,,,NONE,False,121,"OS/2 was technically superior, but Microsoft beat IBM through marketing and by tying its Office applications to Windows.""",
2949,InferSent,NONE,N2130942000,1.0,Samsung,Toshiba,se (unique),,,,ARG,False,192,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,
2950,InferSent,ARG,H1153341585,0.8,Ethernet,USB,se (unique),,,,NONE,True,162,"I haven't tried it with this modem, but on my ADSL line the superior performance of Ethernet over USB modems is striking, particularly in terms of responsiveness.",
2953,InferSent,NONE,O2265216154,0.6,Windows 8,Windows XP,se (unique),,,,ARG,True,195,Sorry but if you claim you are an IT tech and you can't figure out how to make Windows 8 work better for you than windows 7 or Windows XP then I do believe you are just a self proclaimed IT tech.,
2954,InferSent,NONE,M1996446582,1.0,MySQL,SQLite,se (unique),,,,ARG,False,247,"PHP5, released this summer, finally offers decent object-oriented programming support, better integration with the MySQL database with which it is most often used, its own embedded database (SQLite), full support for Soap and a suite of XML tools.",
2955,InferSent,ARG,N2102304931,1.0,Windows XP,Windows 98,se (unique),,,,NONE,False,229,"Reviewed by: Lianne Reitter , send e-mail Published by: Stardock Corporation, go to the web site Requires: Works best with Windows XP, but also works with Windows 98, ME and 2000; Pentium III or faster CPU, 128MB RAM MSRP: $49.95",
2957,InferSent,ARG,R2820815780,0.4,Bluetooth,USB,se (unique),,,,NONE,False,125,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",
2960,InferSent,NONE,T3281946471,0.8,suv,jeep,se (unique),,,,ARG,True,68,You won't find a better suv than this outstanding 2013 jeep Patriot.,
2961,InferSent,ARG,B233499568,1.0,Hewlett-Packard,Dell,se (unique),,,,NONE,False,179,American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,
2968,InferSent,ARG,A156225064,1.0,football,hockey,se (unique),,,,NONE,True,80,"A football is easier for a cameraman to follow, while hockey is a guessing game.",
2971,InferSent,NONE,I1249520979,1.0,Toyota,BMW,se (unique),,,,ARG,True,332,"Indeed, it's hard to see how any modern-day car maker can support more than three truly distinctive brands -- a buzzy, ""what's new"" brand (Scion, Mini); a value-for-money, hassle-free-transportation brand (Toyota); and a distinctive ""aspirational"" brand for folks who just need something better than the other fellow's (Lexus, BMW).",
2975,InferSent,ARG,O2373627341,1.0,Sony,Dell,se (unique),,,,NONE,False,315,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).",
2976,InferSent,NONE,I1337515914,1.0,Eclipse,NetBeans,se (unique),,,,ARG,False,46,"I recommend Eclipse, but others like NetBeans.",
2984,InferSent,NONE,S3066861203,0.6,pizza,bread,se (unique),,,,ARG,False,100,Well Suzanne took a spin on homemade pizza and made it even easier and faster by using french bread.,
2985,InferSent,NONE,C362864548,1.0,golf,hockey,se (unique),,,,ARG,False,83,"As in golf, the more tilt a hockey stick has, the easier it is to lift the puck up.",
2988,InferSent,ARG,B223805654,1.0,IBM,Dell,se (unique),,,,NONE,False,143,"Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",
2992,InferSent,ARG,M1939331226,0.8,Java,Scala,se (unique),,,,NONE,False,147,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",
2993,InferSent,ARG,K1699627412,0.8333333333333334,Adidas,Nike,se (unique),,,,NONE,True,186,"Meanwhile, German sportswear firms Adidas and Puma shined above other retailers as investors pile in following better-than-expected fourth quarter earnings from US rival Nike last night.",
2994,InferSent,ARG,M2003218877,1.0,plastic,wood,se (unique),,,,NONE,False,52,plastic and brass would be much easier on your wood.,
2996,InferSent,ARG,K1695826438,1.0,Toyota,Ford,se (unique),,,,NONE,False,104,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",
2997,InferSent,NONE,K1714031176,0.6,Microsoft,Intel,se (unique),,,,ARG,False,149,Microsoft wanted a low-cost tablet and that's impossible to do with decent performance and battery life on current Intel components; thus Windows RT.,
3003,InferSent,NONE,J1545153273,0.8,Java,Smalltalk,se (unique),,,,ARG,True,46,"Java was pitched as a ""good enough"" Smalltalk.",
3004,InferSent,NONE,L1850560903,1.0,PHP,JavaScript,se (unique),,,,ARG,False,210,"Now that PHP is available on Columbia University servers, we will most likely rewrite this JavaScript application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",
3011,InferSent,ARG,I1388099075,1.0,Haskell,Java,se (unique),,,,NONE,True,118,"I think languages like Haskell, ML and Scheme are actually easier to learn than languages like C/C++, VB, C# and Java.",
3012,InferSent,ARG,R2850506051,1.0,Java,Groovy,se (unique),,,,NONE,True,143,"This last fact alone makes it easier to code in Java, even though the code can never be as terse and and elegant as the equivalent Groovy code.",
3014,InferSent,NONE,G957376658,1.0,wii,psp,se (unique),,,,ARG,False,84,"Holly Valance : I'm learning to get better at the wii, and I've got a 360 and a psp.",
3015,InferSent,NONE,L1850306977,0.8,JavaScript,Python,se (unique),,,,ARG,False,119,"Now that I'm done picking on JavaScript, I'll point out that the situations in both Python and Ruby aren't much better.",
3016,InferSent,NONE,K1744915771,1.0,Motorola,Samsung,se (unique),,,,ARG,True,38,Motorola is no different from Samsung.,
3017,InferSent,ARG,B247787078,0.6,Python,Haskell,se (unique),,,,NONE,True,219,"And at this point, Python (or Ruby) may be a better choice, because Hackage still lags behind PyPI in many areas (and say, how many days you need to teach a novice to manipulate an image, or to plot charts in Haskell?).",
3020,InferSent,NONE,G1016087516,0.8,Google,Apple,se (unique),,,,ARG,True,50,I am sorry is Google maps better then Apple maps??,
3021,InferSent,NONE,I1361546368,1.0,Windows 8,Windows 7,se (unique),,,,ARG,True,52,"Is Windows 8 better than Windows 7, its predecessor?",
3026,InferSent,ARG,J1433056709,1.0,truck,suv,se (unique),,,,NONE,False,135,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",
3028,InferSent,ARG,H1193400328,1.0,Intel,IBM,se (unique),,,,NONE,False,182,"Imagine how hard it will be for Intel to make the case that its chips are somehow worth the price tag when IBM, HP, Dell, and Sun are all selling faster, cheaper, more capable chips.",
3029,InferSent,NONE,H1147447015,0.8,AWK,Sed,se (unique),,,,ARG,False,119,"I have done the above work in AWK (much easier to work with I've found), but I don't even know where to start with Sed.",
3030,InferSent,NONE,H1151085695,1.0,fox,cnn,se (unique),,,,ARG,True,67,I have no desire to argue that fox is any better or worse than cnn.,
3031,InferSent,NONE,P2563484974,1.0,pizza,sausage,se (unique),,,,ARG,False,185,"The more basic pizza, ""You Ain't Seen Nothing Yet,"" fared a little better, because the toppings of sausage and green olives were a bit more traditional, but, still, the crust was lousy.",
3034,InferSent,NONE,G1030688472,1.0,Sony,Apple,se (unique),,,,ARG,False,147,"I can't even believe how some can compare to Sony and creative when they just take what Apple has done, trash it, then say their product is better.",
3035,InferSent,NONE,R2857951106,1.0,Oracle,PostgreSQL,se (unique),,,,ARG,True,179,"This one I just checked about, and Oracle still appears to recommend using raw devices, as they claim it can be up to 50% faster...but, how would one implement this in PostgreSQL?",
