id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,s_len
R2907387083,middle_paths_unrestricted_16,TJL says that a strike against Python is that it is slower than Java.,Python,Java,BETTER,WORSE,1.0,lex (unique),TJL says that a strike against Python is that it is slower than Java.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/ccomp/< slow/ADJ/acomp/<', 'than/ADP/prep/< Y/PROPN/pobj/<']]",69
R2907567544,middle_paths_unrestricted_16,"tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".",Haskell,Java,NONE,BETTER,1.0,lex (unique),"tl;dr To me, Haskell is better sold as ""that one language that allows', 'you to make the same that in Java, only with 5 times less code and 5', 'times more trust in your code"" than ""that one language that\'s good for', 'teaching purposes, like Pascal or good ol\' Caml"".","[['X/PROPN/nsubj/> be/VERB/ROOT/^ sell/VERB/advcl/< as/ADP/prep/<', 'language/NOUN/pobj/< allow/VERB/relcl/< make/VERB/ccomp/<', 'that/ADP/dobj/< in/ADP/prep/< Y/PROPN/pobj/<']]",259
R2918884695,middle_paths_unrestricted_16,"(To get around this, I use the built in Bluetooth FTP; it's much slower than using a USB connection would be otherwise though.)",Bluetooth,USB,NONE,WORSE,1.0,lex (unique),"(To get around this, I use the built in Bluetooth FTP; it's much"", 'slower than using a USB connection would be otherwise though.)","[[""X/PROPN/compound/> '/VERB/ROOT/^ than/ADP/prep/< use/VERB/pcomp/<"", 'Y/PROPN/dobj/<']]",127
R2922607953,middle_paths_unrestricted_16,"To make things worse, the Punan tribe's 22,000 hectares of traditional forest are now threatened by timber concessions.",forest,timber,BETTER,NONE,1.0,lex (unique),"To make things worse, the Punan tribe's 22,000 hectares of traditional"", 'forest are now threatened by timber concessions.",[['X/PROPN/nsubjpass/> threaten/VERB/ROOT/^ by/ADP/agent/< Y/PROPN/pobj/<']],119
R2923122999,middle_paths_unrestricted_16,"To me, as a georgia fan, hating Tech is like hating South carolina, or your infinitely less cool, uglier, dumber little brother.",georgia,carolina,BETTER,NONE,0.8,lex (unique),"To me, as a georgia fan, hating Tech is like hating South carolina, or', 'your infinitely less cool, uglier, dumber little brother.","[['X/ADJ/amod/> be/VERB/ROOT/^ hat/VERB/pcomp/< Y/PROPN/dobj/<'], ['X/ADJ/amod/> be/VERB/ROOT/^ hat/VERB/pcomp/< south/PROPN/compound/V', 'Y/PROPN/dobj/<']]",128
R2924538701,middle_paths_unrestricted_16,"To mount on a solid wall like concrete or brick, you will need a plastic anchor:",concrete,plastic,WORSE,NONE,1.0,lex (unique),"To mount on a solid wall like concrete or brick, you will need a', 'plastic anchor:","[['X/PROPN/npadvmod/> need/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/npadvmod/> or/CONJ/cc/V need/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/npadvmod/> brick/NOUN/conj/V need/VERB/ROOT/^ Y/PROPN/dobj/<']]",80
R2926024663,middle_paths_unrestricted_16,"Tony's homemade Italian sausage is wonderful on a bun, and even better on a pizza.",sausage,pizza,BETTER,NONE,1.0,lex (unique),"Tony's homemade Italian sausage is wonderful on a bun, and even better"", 'on a pizza.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/conj/< on/ADP/prep/<', 'Y/PROPN/pobj/<']]",82
R2929791550,middle_paths_unrestricted_16,"To put its performance in perspective, that's just over 4min faster than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.",Intel,Dell,BETTER,NONE,0.6,lex (unique),"To put its performance in perspective, that's just over 4min faster"", 'than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec', 'faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ faster/ADV/advmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ amd/PROPN/nmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ e-350/PROPN/nmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ equip/VERB/amod/V Y/PROPN/pobj/<']]",205
R2930028061,middle_paths_unrestricted_16,"To quote myself in response to someone asking ""Can you provide examples of legacy hacks and how Scala, Haskell and F# are actually better than languages like C# or Java?"": (...) I am not downplaying this disaster, but are you just gloating?",Haskell,Java,NONE,BETTER,1.0,lex (unique),"To quote myself in response to someone asking ""Can you provide', 'examples of legacy hacks and how Scala, Haskell and F# are actually', 'better than languages like C# or Java?"": (...) I am not downplaying', 'this disaster, but are you just gloating?","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< like/ADP/prep/<', '#/NOUN/pobj/< Y/PROPN/conj/<'], ['X/PROPN/nsubj/> and/CONJ/cc/V be/VERB/ROOT/^ good/ADJ/acomp/<', 'like/ADP/prep/< #/NOUN/pobj/< Y/PROPN/conj/<']]",240
S2949704731,middle_paths_unrestricted_16,"TTT uses Perl (more scalable than PHP), Apache, and MySQL (doesn't get much better than this).",Perl,PHP,NONE,BETTER,1.0,lex (unique),"TTT uses Perl (more scalable than PHP), Apache, and MySQL (doesn't get"", 'much better than this).","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ scalable/ADJ/appos/V Y/PROPN/pobj/<']]",94
S2951985464,middle_paths_unrestricted_16,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,NONE,BETTER,0.6,lex (unique),"Turn-in is crisper in the Lexus than in either the BMW or the', 'Cadillac, a fact borne out by its first-place slalom finish in spite', 'of a mediocre skidpad performance.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/conj/<']]",165
S2960605747,middle_paths_unrestricted_16,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,NONE,WORSE,0.6,lex (unique),"u can run a Toyota like shit for years b4 anything will break, a BMW', 'is more sensitive but it is much nicer to drive and its more', 'comfertable.","[['X/PROPN/nsubj/> break/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> like/ADP/prep/V break/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> for/ADP/prep/V break/VERB/ROOT/^ Y/PROPN/dobj/<']]",142
S2966599012,middle_paths_unrestricted_16,"Under these refining conditions, pennsylvania crude oil made better engine oil than Texas crude or california crude.",pennsylvania,california,NONE,BETTER,1.0,lex (unique),"Under these refining conditions, pennsylvania crude oil made better', 'engine oil than Texas crude or california crude.",[['X/ADJ/amod/> make/VERB/ROOT/^ crude/NOUN/pobj/< Y/PROPN/conj/<']],116
S2970494049,middle_paths_unrestricted_16,Uniformity: It is here is where the otherwise superior Toshiba E220 falls apart in relation to the Samsung E550.,Toshiba,Samsung,NONE,WORSE,1.0,lex (unique),"Uniformity: It is here is where the otherwise superior Toshiba E220', 'falls apart in relation to the Samsung E550.","[['X/PROPN/compound/> fall/VERB/ROOT/^ relation/NOUN/pobj/< to/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> fall/VERB/ROOT/^ relation/NOUN/pobj/< to/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",112
S2973048555,middle_paths_unrestricted_16,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",OpenGL,Direct3D,NONE,WORSE,0.6,lex (unique),"Unless you can't prove that OpenGL falls short in terms of the results"", 'you get out of it, Direct3D might be the better designed API - but', ""it's not a better solution.",[['X/PROPN/nsubj/> fall/VERB/ROOT/^ get/VERB/advcl/< Y/PROPN/npadvmod/<']],165
S2974407769,middle_paths_unrestricted_16,"Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.",Windows XP,Windows 8,NONE,BETTER,1.0,lex (unique),"Unlike Windows 7, which provided Microsoft's large user base with an"", 'evolutionary path forward from Windows XP, with a look, feel and', 'overall experience that was better - Windows 8 is a different beast.","[['X/PROPN/npadvmod/> feel/VERB/ROOT/^ experience/NOUN/conj/<', 'Y/PROPN/conj/<'], ['X/PROPN/npadvmod/> with/ADP/prep/V feel/VERB/ROOT/^', 'experience/NOUN/conj/< Y/PROPN/conj/<'], ['X/PROPN/npadvmod/> feel/VERB/ROOT/^ experience/NOUN/conj/<', 'better/ADV/amod/V Y/PROPN/conj/<']]",202
S2976924372,middle_paths_unrestricted_16,"Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE,1.0,lex (unique),"Update 2007-01-26: Of course, the Python version is not easier to grok', 'than this alternative Haskell version:","[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< this/DET/det/V', 'Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/<', 'alternative/NOUN/compound/V Y/PROPN/pobj/<']]",109
S2980659627,middle_paths_unrestricted_16,ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,Windows XP,Windows 8,NONE,WORSE,1.0,lex (unique),"ur kidding right ?? i use core i5 and 4gb ram with this graphics 45', 'fps no less than that number iam sure i can i make it (and any game)', 'hit 120 fps simply doing 1 thing which is installing the ugly Windows', 'XP sp3 (it dont even compare to Windows 8 beauty) but its about 3', 'times faster",[['X/PROPN/compound/> compare/VERB/ROOT/^ Y/PROPN/pobj/<']],285
S2982034453,middle_paths_unrestricted_16,Use an IDE like NetBeans of Eclipse.),NetBeans,Eclipse,BETTER,NONE,0.8,lex (unique),Use an IDE like NetBeans of Eclipse.),"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ of/ADP/prep/V Y/PROPN/pobj/<']]",37
S2996254878,middle_paths_unrestricted_16,"vb and PHP have or will have lambda's I just see C#, dare I say it, innovate faster than Java has lately.",PHP,Java,NONE,BETTER,1.0,lex (unique),"vb and PHP have or will have lambda's I just see C#, dare I say it,"", 'innovate faster than Java has lately.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ have/VERB/conj/< dare/VERB/ccomp/<', 'innovate/VERB/conj/< faster/ADV/advmod/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",105
S3038733751,middle_paths_unrestricted_16,We'd assume with a water bottle of this style we could probably pass beer as tea with no one the wiser.,beer,tea,BETTER,NONE,1.0,lex (unique),"We'd assume with a water bottle of this style we could probably pass"", 'beer as tea with no one the wiser.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ as/ADP/prep/V Y/PROPN/pobj/<']]",103
S3038843040,middle_paths_unrestricted_16,wedding gifts are worse than birthday gifts or other thoughtful gestures given freely.,wedding,birthday,BETTER,WORSE,1.0,lex (unique),"wedding gifts are worse than birthday gifts or other thoughtful', 'gestures given freely.",[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],86
S3045780679,middle_paths_unrestricted_16,We found that C++ delivered better performance than Java and allowed for better code organization and reuse than C. Also we expect that future versions of UI will be partially implemented in JavaScript and Java in addition to Perl and Bourne Shell.,JavaScript,Perl,BETTER,NONE,0.6,lex (unique),"We found that C++ delivered better performance than Java and allowed', 'for better code organization and reuse than C. Also we expect that', 'future versions of UI will be partially implemented in JavaScript and', 'Java in addition to Perl and Bourne Shell.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ java/PROPN/conj/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ in/ADP/prep/V Y/PROPN/pobj/<']]",248
S3046641856,middle_paths_unrestricted_16,We got into her BMW X5! Well let me tell you that it is a lot better than my Ford.,BMW,Ford,NONE,BETTER,1.0,lex (unique),"We got into her BMW X5! Well let me tell you that it is a lot better', 'than my Ford.",[['NOPATH']],82
S3058375910,middle_paths_unrestricted_16,"We know this to be true - Windows 7 ran faster than Windows Vista, and Windows 8 got even better, and achieved this on constrained ARM hardware.",Windows 7,Windows 8,NONE,BETTER,1.0,lex (unique),"We know this to be true - Windows 7 ran faster than Windows Vista, and', 'Windows 8 got even better, and achieved this on constrained ARM', 'hardware.",[['X/PROPN/nsubj/> run/VERB/ROOT/^ Y/PROPN/conj/<']],144
S3078575729,middle_paths_unrestricted_16,"We're going to have a point of view on what's better on a sandwich, what's better on a salad, what's better on a pizza.""",sandwich,pizza,WORSE,NONE,1.0,lex (unique),"We're going to have a point of view on what's better on a sandwich,"", 'what\'s better on a salad, what\'s better on a pizza.""","[[""X/PROPN/npadvmod/> '/VERB/ROOT/^ good/ADJ/acomp/< on/ADP/prep/<"", 'Y/PROPN/pobj/<']]",120
S3101244807,middle_paths_unrestricted_16,"What are the benefits, where is PHP better than ColdFusion, Java, etc.?",PHP,Java,NONE,BETTER,1.0,lex (unique),"What are the benefits, where is PHP better than ColdFusion, Java,', 'etc.?",[['NOPATH']],71
S3108539467,middle_paths_unrestricted_16,What I got out of it was that Amazon has a decent enough deal for Apple Care.,Amazon,Apple,BETTER,NONE,0.8,lex (unique),"What I got out of it was that Amazon has a decent enough deal for', 'Apple Care.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ deal/NOUN/dobj/< for/ADP/prep/<', 'Y/PROPN/pobj/<']]",77
S3111441836,middle_paths_unrestricted_16,"What is worse, though, is that the world's most popular sites are the most popular searches too, including Facebook in number one, youtube in two, the BBC in six and amazon in seven, which is odd if you think about.",youtube,amazon,WORSE,NONE,1.0,lex (unique),"What is worse, though, is that the world's most popular sites are the"", 'most popular searches too, including Facebook in number one, youtube', 'in two, the BBC in six and amazon in seven, which is odd if you think', 'about.","[['X/PROPN/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ in/ADP/prep/V Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ bbc/PROPN/appos/V Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ in/ADP/prep/V Y/PROPN/appos/<']]",215
S3114292112,middle_paths_unrestricted_16,What's better with pasta than fresh baked bread?,pasta,bread,BETTER,NONE,1.0,lex (unique),What's better with pasta than fresh baked bread?,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ fresh/ADJ/amod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ baked/ADJ/amod/V Y/PROPN/pobj/<']]",48
T3150295303,middle_paths_unrestricted_16,Where the previous version Windows 7 is perceived as superior to Windows 8.,Windows 7,Windows 8,NONE,BETTER,1.0,lex (unique),"Where the previous version Windows 7 is perceived as superior to', 'Windows 8.","[['X/PROPN/nsubjpass/> perceive/VERB/ROOT/^ as/ADP/prep/<', 'superior/ADJ/amod/< to/ADP/prep/< Y/PROPN/pobj/<']]",75
T3152121262,middle_paths_unrestricted_16,(Whether that makes Ruby and Python better than Java is subjective.),Python,Java,NONE,BETTER,1.0,lex (unique),(Whether that makes Ruby and Python better than Java is subjective.),[['NOPATH']],68
T3157332185,middle_paths_unrestricted_16,"While Chrysler says the Sebring offers the same or better EPA volume as its competition, the car feels a bit more closely coupled and taller than the Ford Fusion or Toyota Camry.",Chrysler,Toyota,WORSE,BETTER,1.0,lex (unique),"While Chrysler says the Sebring offers the same or better EPA volume', 'as its competition, the car feels a bit more closely coupled and', 'taller than the Ford Fusion or Toyota Camry.","[['X/PROPN/nsubj/> say/VERB/ROOT/^ feel/VERB/conj/< couple/VERB/acomp/<', 'tall/ADJ/conj/< than/ADP/prep/< fusion/PROPN/pobj/< Y/PROPN/conj/<']]",178
T3161167094,middle_paths_unrestricted_16,"While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.",missouri,georgia,NONE,WORSE,0.6,lex (unique),"While missouri has solid football programs, they do not compare to', 'states like Florida, georgia and Texas.","[['X/PROPN/nsubj/> compare/VERB/ROOT/^ state/NOUN/pobj/< like/ADP/prep/<', 'florida/PROPN/pobj/< Y/PROPN/conj/<']]",106
T3163010602,middle_paths_unrestricted_16,"While some of them can be used via FFI, it won't be feasible for functions that require high performance (FFI calls have their overhead) There's also a question of hosting -- it might be easier to find Java hosting rather than Lisp web hosting.",Java,Lisp,NONE,BETTER,1.0,lex (unique),"While some of them can be used via FFI, it won't be feasible for"", 'functions that require high performance (FFI calls have their', ""overhead) There's also a question of hosting -- it might be easier to"", 'find Java hosting rather than Lisp web hosting.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ host/VERB/acl/V Y/PROPN/pobj/<']]",244
T3163517252,middle_paths_unrestricted_16,"While the 1.6GHz Intel Core i7 720QM processor runs at a slower base clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its quad-core design, increased Hyper-Threading and efficient overclocking abilities.",Intel,Sony,WORSE,NONE,1.0,lex (unique),"While the 1.6GHz Intel Core i7 720QM processor runs at a slower base', 'clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and', 'Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its', 'quad-core design, increased Hyper-Threading and efficient overclocking', 'abilities.","[['X/PROPN/compound/> run/VERB/ROOT/^ clockspeed/NOUN/pobj/<', 'than/ADP/prep/< chip/NOUN/pobj/< of/ADP/prep/< sienna/PROPN/pobj/<', 'Y/PROPN/conj/<']]",285
