,caption,sentence,object_a,object_b,predicted,gold,binary,occ
1970,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Perl, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, AWK, grep, ... For example, something simple in Ruby might look like:",Perl,AWK,BETTER,NONE,False,2
1971,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Also, keep in tmind that two years ago, Dell,HP,Gateway etc, never used AMD chips as Intel produced the better chip.",Intel,Dell,NONE,WORSE,False,2
1972,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,Sigma,Nikon,BETTER,NONE,False,2
1973,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Ford,Toyota,NONE,WORSE,False,2
1974,"unigrams ('middle part', ExtractMiddlePart(processing=None))","football was lousy, basketball was worse and baseball -- though far more successful than the others -- didn't make money.",football,baseball,NONE,BETTER,False,2
1975,"unigrams ('middle part', ExtractMiddlePart(processing=None))",What's better about Ruby than Python?,Ruby,Python,BETTER,NONE,False,2
1976,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I can do whatever Google does[masked] cheaper and much better; I do what neither IBM, nor Oracle, nor Microsoft cannot do.",Google,IBM,NONE,BETTER,False,2
1977,"unigrams ('middle part', ExtractMiddlePart(processing=None))",We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,USB,Bluetooth,NONE,WORSE,False,2
1978,"unigrams ('middle part', ExtractMiddlePart(processing=None))","That's true for Perl too I guess, but I like Python better order of magnitudes myself",Python,Perl,NONE,WORSE,False,2
1979,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Tethering over Bluetooth is slower but being wireless is a great advantage over USB.,USB,Bluetooth,WORSE,BETTER,False,1
1980,"unigrams ('middle part', ExtractMiddlePart(processing=None))","If michigan can't do any better than this, I might just have to think about moving back to california.",california,michigan,BETTER,WORSE,False,1
1981,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Java,Scala,NONE,BETTER,False,2
1982,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While Google is still expected to grow its business at a faster rate than Apple, even slow-growing Intel boasts a meaningful premium to free cash flow compared to Apple.",Google,Intel,BETTER,NONE,False,2
1983,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Does Apple manage its supply chain better than Amazon manages its own?,Apple,Amazon,BETTER,NONE,False,2
1984,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I have it installed on my Windows XP system as well as an older (and considerably slower) Windows 98 machine.,Windows XP,Windows 98,NONE,BETTER,False,2
1985,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Is Windows Vista better than Windows XP when scaled out to multiple users?,Windows XP,Windows Vista,BETTER,NONE,False,2
1986,"unigrams ('middle part', ExtractMiddlePart(processing=None))",One was for pistol barrels and one with a much slower twist was for rifle barrels.,rifle,pistol,NONE,BETTER,False,2
1987,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Toyota continues to dominate the market with an excellent 21.2% share this month thanks to 884 sales, ahead of BMW very solid at 631 units and 15.1% vs. 13% year-to-date, Mercedes with 510 sales and 12.2% and Volkswagen at 456 units and 10.9% vs. 9.1% year-to-date.",Toyota,BMW,NONE,BETTER,False,2
1988,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I know that there are a lot of commandos out there who will tell me that I just need more practice in drawing my pistol quickly, and, although I have practiced, I am still a little faster with the knife.",knife,pistol,NONE,WORSE,False,2
1989,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Although the far superior football program, West virginia doesn't boast nearly the population that missouri does.",virginia,missouri,NONE,WORSE,False,2
1990,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Should Bluetooth mp3 access be faster than USB memory stick?,USB,Bluetooth,BETTER,NONE,False,2
1991,"unigrams ('middle part', ExtractMiddlePart(processing=None))","My main sport was football, but I was determined to get better at golf,"" Norwood says.",football,golf,NONE,WORSE,False,2
1992,"unigrams ('middle part', ExtractMiddlePart(processing=None))","You can do form checking with PHP, but it is much easier to use JavaScript to check the form before posting.",PHP,JavaScript,NONE,WORSE,False,1
1993,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In terms of revenues, Cisco is growing faster than Intel, about as fast as Juniper, and a bit behind Microsoft.",Microsoft,Intel,NONE,WORSE,False,2
1994,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.",Windows XP,Windows 8,NONE,BETTER,False,2
1995,"unigrams ('middle part', ExtractMiddlePart(processing=None))",By the time Sony does get a foothold Microsoft will release something better.,Microsoft,Sony,NONE,WORSE,False,2
1996,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The rankings have not changed since April, though Nintendo's wii did do quite a bit better while the ds fared slightly worse.",wii,ds,NONE,BETTER,False,2
1997,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Apple is just as bad as Microsoft, if not worse.",Microsoft,Apple,NONE,WORSE,False,2
1998,"unigrams ('middle part', ExtractMiddlePart(processing=None))",steel is 3 times harder than aluminum.,steel,aluminum,BETTER,NONE,False,2
1999,"unigrams ('middle part', ExtractMiddlePart(processing=None))","This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",USB,Ethernet,WORSE,BETTER,False,1
2000,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Not to ruin the review, but in our HTPC real world benchmark the Express 6G was 243% faster than the Samsung SSD and an astonishing 361% faster than the Apple stock Toshiba drive; and that's not even the worst drubbing the OWC SSD levied.",Samsung,Toshiba,BETTER,NONE,False,2
2001,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In some ways, especially with the Ford heavy duty trucks, they are superior to BMW and Cadillac, imo.)",Ford,BMW,NONE,BETTER,False,1
2002,"unigrams ('middle part', ExtractMiddlePart(processing=None))",As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,PHP,JavaScript,NONE,WORSE,False,2
2003,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Apple had better watch out for Google.,Apple,Google,NONE,BETTER,False,2
2004,"unigrams ('middle part', ExtractMiddlePart(processing=None))","DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Toyota,Chrysler,NONE,BETTER,False,2
2005,"unigrams ('middle part', ExtractMiddlePart(processing=None))",None of that necessarily makes 2012 facebook better or worse than 2004 google.,google,facebook,WORSE,NONE,False,2
2006,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.,OpenGL,Direct3D,NONE,BETTER,False,2
2007,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Ford,Chevrolet,BETTER,WORSE,False,1
2008,"unigrams ('middle part', ExtractMiddlePart(processing=None))","When it comes to resale values, we expect the 2012 Buick Verano to offer long-term residual numbers similar to the Audi A3 but worse than the Lexus IS and Acura TSX.",Audi,Lexus,WORSE,BETTER,False,1
2009,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Second, any defense of the U.S. federal Public ""Education"" department and all its trappings is the equivalent of buying a lemon Chrysler for the same price as a top-of-the line Mercedes sedan, made even more insulting by the fact you could in fact buy a far better performing Mercedes, BMW or even a modest Honda Accord, Toyota or Ford for less to far less money.",Toyota,Chrysler,NONE,WORSE,False,1
2010,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,BETTER,False,2
2011,"unigrams ('middle part', ExtractMiddlePart(processing=None))","A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,BETTER,False,2
2012,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",Toyota,Chevrolet,NONE,BETTER,False,2
2013,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Here the standouts are Eisenhower, nixon, and to a lesser extent Ronald reagan, whose views were poorly grounded in specifics.",reagan,nixon,NONE,BETTER,False,2
2014,"unigrams ('middle part', ExtractMiddlePart(processing=None))",rifle primers are a bit harder than pistol primers.,rifle,pistol,NONE,BETTER,False,1
2015,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Personally, I see all of these major players in the hardware segment of the market all supporting Blu-Ray (Samsung, Panasonic, and LG, in addition to Sony) while only Toshiba has support for their format, as an indication that Blu-Ray is, at least from a technological standpoint, a superior format.",Samsung,Toshiba,NONE,WORSE,False,2
2016,"unigrams ('middle part', ExtractMiddlePart(processing=None))","While the 1.6GHz Intel Core i7 720QM processor runs at a slower base clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its quad-core design, increased Hyper-Threading and efficient overclocking abilities.",Sony,Intel,WORSE,NONE,False,2
2017,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that Lisp/scheme lack, also vica versa.",Python,Lisp,NONE,BETTER,False,2
2018,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Surface + Dell + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than Microsoft?,Microsoft,Dell,BETTER,NONE,False,2
2019,"unigrams ('middle part', ExtractMiddlePart(processing=None))","# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",MySQL,SQLite,NONE,BETTER,False,2
2020,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Will google Music Become Bigger and Better than itunes?,google,itunes,BETTER,NONE,False,2
2021,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Conclusion: Google is acting the same (arguably even worse) as Microsoft used to in the 90s.,Microsoft,Google,NONE,WORSE,False,2
2022,"unigrams ('middle part', ExtractMiddlePart(processing=None))","When a BMW is no better than a Ford Fusion, the industry has issues.",Ford,BMW,BETTER,WORSE,False,1
