Concept,Source,Type
Mobility Radeon HD 2400,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7800 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8200,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon HD 3200,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon 3000 Graphics,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8400M G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce Go 7900,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7600 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro NVS 135M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobile Series 4 Express Chipset Family,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7800 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 8200M G,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6800,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 1500,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon X1650,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7600 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6100,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon X1600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon X1600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MOBILITY FireGL V5250,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6800 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro FX 3450/4000 SDI,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7300 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce Go 7600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6600 GT,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6600,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon X1300,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon X1550,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon X2300,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7300 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon X1400,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Mobility Radeon X1300,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce Go 7400,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7300 LE,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Quadro NVS 440,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce Go 7300,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7300 SE,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7100 GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6200,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7100 / nForce 630i,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7025 / nForce 630a,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 7150M / nForce 630M,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6150,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GeForce 6150SE nForce 430,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Celeron G1101[1],https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G440,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G460,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G465,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G470,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G530,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G530T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G540,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G540T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G550,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G550T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G555,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1610,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1610T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1620,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1620T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1630,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1820,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1820T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1820TE,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1830,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1840,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1840T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Celeron G1850,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G6950,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G6960,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G620,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G620T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G630,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G630T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G640,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G640T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G645,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G645T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G840,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G850,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G860,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G860T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G870,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2010,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2020,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2020T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2030,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2030T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2100T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2120,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2120T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2130,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G2140,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3220,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3220T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3240,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3240T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3250,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3250T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3258[2],https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3320TE,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3420,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3420T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3430,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3440,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3440T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3450,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G3450T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4400,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4400T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4500,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4500T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4520,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4560,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4560T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4600,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4600T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Pentium G4620,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-530,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-540,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
K0,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-550,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-560,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2100,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2100T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2102,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2105,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2120,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2120T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2125,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-2130,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3210,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3220,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3220T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3225,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3240,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3240T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3245,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3250,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-3250T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4130,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4130T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4150,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4150T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4160,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4160T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4170,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4170T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4330,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4330T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4330TE,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4340,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4350,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4350T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4360,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4360T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-4370,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6098P,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6100,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6100T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6300,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6300T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-6320,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7100,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7100T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7300,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7300T,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7320,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-7350K,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-8100,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Core i3-8350K,https://de.wikipedia.org/wiki/Liste_der_Intel-Core-i-Prozessoren,processor
Lecture Notes in Computer Science,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Algorithms + Data Structures = Programs,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Algorithms Unlocked,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
The Art of Computer Programming,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Artificial Intelligence: A Modern Approach,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Artificial Minds,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
The Cathedral and the Bazaar,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
"Compilers: Principles, Techniques, and Tools",https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Computer Graphics: Principles and Practice,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Computers and Intractability,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
"Concepts, Techniques, and Models of Computer Programming",https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Concrete Mathematics,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Electronic Workshops in Computing,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Essentials of Programming Languages,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
The Hacker Ethic and the Spirit of the Information Age,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Hacker's Delight,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Handbook of Automated Reasoning,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
Homesteading the Noosphere,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
How to Design Programs,https://en.wikipedia.org/wiki/Category:Computer_science_books,book
