,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
2394,2367,middle_paths_unrestricted_16,nixon Ike...who in retrospect appear better than kennedy.,nixon,kennedy,NONE,BETTER,1.0,lex (unique),a 'chocolate peppermint tea',"[['X/ADJ/amod/> Y/PROPN/ROOT/^'], ['X/ADJ/amod/> peppermint/NOUN/compound/V Y/PROPN/ROOT/^']]",A131840701,57
2395,2321,middle_paths_unrestricted_16,"For another, while the current Apple TV is noticeably slower than the Amazon Fire TV, that shouldn't be the case for much longer.",Apple,Amazon,BETTER,WORSE,1.0,lex (unique),"Easier to get found on the Internet through search engines like', 'Google, Yahoo or Microsoft Bing.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ yahoo/PROPN/conj/V Y/PROPN/conj/<']]",E633753028,129
2397,209,middle_paths_unrestricted_16,Many processors can do Integer calculations much faster than similar Floating-point operations.,Integer,Floating-point,NONE,BETTER,1.0,lex (unique),"It is why BMW are doing so much better then Ford and Toyota for the', 'moment at least.......they are selling the cars to Doctors and high', 'end civil servents who retain some credit capacity......but if the', 'ship of state defaults ?","[['X/PROPN/nsubj/> do/VERB/ROOT/^ Y/PROPN/npadvmod/<'], ['X/PROPN/nsubj/> do/VERB/ROOT/^ then/ADV/advmod/V Y/PROPN/npadvmod/<']]",J1418933586,95
2398,1263,middle_paths_unrestricted_16,"But if sales are slower than expected, Toyota may have to offer deals like the ones Ford and DaimlerChrysler have been doing.",Toyota,Ford,BETTER,NONE,1.0,lex (unique),"Mix the expressed juice with cider for internal use if preferred, it', 'probably tastes better.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<']]",K1722970200,125
2399,1239,middle_paths_unrestricted_16,"My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,WORSE,1.0,lex (unique),"Amazon is innovating on Android, faster than Google.","[['X/PROPN/nsubj/> innovate/VERB/ROOT/^ fast/ADJ/advmod/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",B231874454,130
2400,990,middle_paths_unrestricted_16,"Open standards are better than propietary ones, and you should know by now that's also my POV, but actual applications are better than none and OpenCL it's been here for only 1 year or so, and it's not yet as good as CUDA.",OpenCL,CUDA,NONE,WORSE,1.0,lex (unique),"Several examples can be found of Sony products having higher prices on', ""laptops and TV's with the same (or better) specs and quality of"", 'competitors like Toshiba, Samsung or LG.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],N2165671715,222
2401,1379,middle_paths_unrestricted_16,"Adidas kits may look nice, but are made of even worse material than Nike.",Adidas,Nike,BETTER,WORSE,1.0,lex (unique),"Andrews HS softball, golf, basketball",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],B273136570,73
2405,722,middle_paths_unrestricted_16,tea tastes better with a dash of milk.,tea,milk,BETTER,NONE,0.8,lex (unique),"Now I've got the Mexican Bean pasta soup started, I better get out"", 'there!",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],L1847571855,38
2407,238,middle_paths_unrestricted_16,"Scala makes the code less verbose, its better performance than Java.",Scala,Java,NONE,BETTER,1.0,lex (unique),"Football, basketball and golf.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",F734930019,68
2409,1823,middle_paths_unrestricted_16,"The MediaPad 7 Lite came with other apps already installed like Kingston Office, which is already free in the Google Play app store.",Kingston,Google,BETTER,NONE,0.6,lex (unique),"Android can offer a better product than Amazon and Apple, but at a', 'better price.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",B273405720,132
2412,1223,middle_paths_unrestricted_16,"Turn-in is crisper in the Lexus than in either the BMW or the Cadillac, a fact borne out by its first-place slalom finish in spite of a mediocre skidpad performance.",Lexus,Cadillac,NONE,BETTER,1.0,lex (unique),"motorcycle, car, truck wreck or work injuries - We have helped over', '35,000 injured people: we have the experience to help you get your', 'money faster!","[['X/PROPN/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ car/NOUN/appos/V Y/PROPN/appos/<']]",K1744800297,165
2414,2,middle_paths_unrestricted_16,"pennsylvania is no better, but states such as South carolina and Florida have no estate or inheritance tax.",pennsylvania,carolina,NONE,WORSE,0.8,lex (unique),"could also do that for MySQL, but PostgreSQL is simply a better RDBMS.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/conj/<']]",D527266319,107
2415,2397,middle_paths_unrestricted_16,"Again, facebook is growing faster than Apple and google.",facebook,google,NONE,BETTER,1.0,lex (unique),Objective C is more like Smalltalk than C++/Java/etc.,[['NOPATH']],L1859752334,56
2418,899,middle_paths_unrestricted_16,"The graphics are good for ds, but I'm sure the wii one has much better graphics.",ds,wii,NONE,WORSE,1.0,lex (unique),"yeah.. the microSD card came with an SD adapter so I'll try that"", ""tonight... i'm wondering if Bluetooth for file transfers is any faster"", 'than via USB cable?","[['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'via/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> for/ADP/prep/V be/VERB/ROOT/^ faster/ADV/acomp/<', 'than/ADP/prep/< via/ADP/prep/< Y/PROPN/pobj/<']]",T3222479223,80
2419,756,middle_paths_unrestricted_16,"And this is what Coca-Cola generally advertise, that their drink tastes great, and therefore (indirectly) tastes better than any other drink (such as Pepsi).",Coca-Cola,Pepsi,NONE,BETTER,0.8,lex (unique),Microsoft or Sony - Who's Better for Indies?,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",K1713854271,157
2420,2384,middle_paths_unrestricted_16,But then Microsoft delayed Vista YET again and also Dell offered at least a mediocre gpu with the 1505.,Microsoft,Dell,BETTER,NONE,1.0,lex (unique),"One estimate based on SPEC benchmarks is that 300MHz Pentium II', 'systems are at least as fast (if not faster) than the 500MHz Alpha for', 'both Integer and Floating-point computation using the freely available', 'compilers under Linux.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",L1894056243,103
2423,1760,middle_paths_unrestricted_16,"The best thing about this pizza is the sausage, which has a decent spice level.",pizza,sausage,WORSE,NONE,1.0,lex (unique),"Ryan, it's called conductivity stone transfers heat at a slower rate"", 'than steel.",[['X/ADJ/amod/> heat/VERB/ROOT/^ Y/PROPN/pobj/<']],N2124153523,79
2430,225,middle_paths_unrestricted_16,I can type just as fast if not faster on my phone than my laptop.,phone,laptop,NONE,BETTER,1.0,lex (unique),"In the same ballpark are Haskell (and maybe in the future Python) iff', 'their compilers generate better structures because the task is better', 'formally defined.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ in/ADP/conj/V Y/PROPN/pobj/<']]",I1312277030,65
2433,1071,middle_paths_unrestricted_16,"A PC World article proclaimed the current Sony Touch Edition superior to the Kindle without knowing that the Kindle has free 24-hr web access to sites everywhere, for U.S. residents, though it is far better to access mainly-text sites, since it is slow otherwise, and the writer assumed one can buy books only from Amazon, which regular readers of this blog know is completely untrue.",Sony,Amazon,BETTER,NONE,0.8,lex (unique),"AMD XP 2800+ CPU w/ aftermarket cpu cooler (temps running at mid 40s)', 'Mitsumi Mini Floppy (been swapped with a Sony mini floppy with no', 'change in performance) Liteon 52xXXx52x CDR LG 16x DVD-ROM Maxtor', 'Diamond MAX 80GB 8MEG IDE Drive Not even installed yet is a 56k Intel', 'hardware controlled Modem.",[['NOPATH']],B232414809,384
2436,191,middle_paths_unrestricted_16,"CUDA has much better support than AMD or OpenCL, try to get AMD to help you to debug your code, and you will see what happen!",CUDA,OpenCL,NONE,BETTER,1.0,lex (unique),"Honda, Toyota & Tata to follow.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],G959073074,125
2437,2314,middle_paths_unrestricted_16,"It wouldn't surprise me if Google has a better (faster, more secure, does what most people need) OS than Microsoft or Apple in a year or two.",Google,Microsoft,NONE,BETTER,1.0,lex (unique),"The point wasn\'t ""Java is better than Perl"".","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",Q2614743671,141
2439,1625,middle_paths_unrestricted_16,Why do most wii games look like gamecube games or worse?,wii,gamecube,BETTER,NONE,0.6,lex (unique),"Photography, How to Take Better Pictures, Recommended Cameras, Nikon,', 'Canon and Leica Camera and Lens Reviews, and more!","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ canon/PROPN/conj/V Y/PROPN/conj/<']]",M1995814917,56
2442,960,middle_paths_unrestricted_16,The wii version is inferior to the ps3 version in many ways though.,wii,ps3,BETTER,WORSE,1.0,lex (unique),"Many PHP apps are much easier to install than equivalent Perl ones,', 'solely due to dependencies.","[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/<', 'equivalent/ADJ/amod/V Y/PROPN/pobj/<']]",K1676147757,67
2443,1804,middle_paths_unrestricted_16,"And I heard that the new MBA are coming with the Toshiba SSD (That is slower) and the Samsung SSD (that is much faster).... my question is, how do I know with one Im getting before I buy it !! because I don't want to spend all that money to get the best MBA and when I see I get the slower SSD....",Toshiba,Samsung,NONE,WORSE,1.0,lex (unique),I so much disagree... PHP safer than Perl?,[['NOPATH']],I1351789341,297
2444,2160,middle_paths_unrestricted_16,The Kingston Memorial Centre is also near the property at a distance of about 2.0km (distances - Google Maps).,Kingston,Google,BETTER,NONE,0.8,lex (unique),"There are many other projects worth mentioning where migrant worker', 'housing is resolved by the creation of affordable housing in general;', 'a Google search pulls up some recent examples: Amistad Farm Laborers', 'Housing , the Kingston House.","[['X/PROPN/compound/> search/NOUN/nsubj/> pull/VERB/ccomp/>', 'search/NOUN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/compound/> search/NOUN/nsubj/> pull/VERB/ccomp/>', 'search/NOUN/ROOT/^ the/DET/det/V Y/PROPN/conj/<']]",Q2638789126,110
2447,1673,middle_paths_unrestricted_16,Perl proto-typing and development is that much faster than C or Java.,Perl,Java,NONE,BETTER,1.0,lex (unique),"Examples include Smalltalk, C++, Turbo C++, Object C+, Java.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ c++/PROPN/conj/V Y/PROPN/conj/<']]",E683264505,69
2448,2239,middle_paths_unrestricted_16,Darryl Charles: football players are worse than basketball players:,football,basketball,BETTER,WORSE,1.0,lex (unique),"One dilemma: How do you make sure coal states like Kentucky and West', 'virginia are not hit harder than clean-energy states like Arizona and', 'california?","[['X/PROPN/nsubjpass/> hit/VERB/ROOT/^ hard/ADJ/advmod/< than/ADP/prep/<', 'state/NOUN/pobj/< like/ADP/prep/< arizona/PROPN/pobj/< Y/PROPN/conj/<']]",L1893788959,67
2450,233,middle_paths_unrestricted_16,Allen downloaded the free versions of both databases and found MySQL 4 easier to use than PostgreSQL.,MySQL,PostgreSQL,NONE,BETTER,1.0,lex (unique),"Arguably the biggest disappointment with the psp version of Armored', ""Core 3 is the control scheme; it's simply inferior to the ps2 version.","[[""X/PROPN/compound/> version/NOUN/nsubj/> 's/PART/ROOT/^ to/ADP/prep/<"", 'Y/PROPN/pobj/<'], [""X/PROPN/compound/> version/NOUN/nsubj/> 's/PART/ROOT/^ to/ADP/prep/<"", 'the/DET/det/V Y/PROPN/pobj/<']]",B338870749,101
2451,784,middle_paths_unrestricted_16,"Lee, Ruby is as old as Java.",Ruby,Java,BETTER,NONE,1.0,lex (unique),"I don't know, but the Nintendo ds has (so far) sold faster than the"", 'ps2 did simply because their potential market was much larger.","[['X/PROPN/nsubj/> sell/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> sell/VERB/ROOT/^ than/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",G1052937553,28
2453,81,middle_paths_unrestricted_16,Samsung said it will ship a 2.5-inch 128 solid state drive in Q2 while Toshiba has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,Samsung,Toshiba,BETTER,NONE,1.0,lex (unique),"aluminum is less expensive than stainless steel and easier and faster', 'to fabricate.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ expensive/ADJ/acomp/< than/ADP/prep/<', 'stainless/ADJ/amod/V Y/PROPN/pobj/<']]",B228996843,192
2455,500,middle_paths_unrestricted_16,"I decided to upgrade to the 2807, a Samsung 6768 (1080P 67 inches; yup bigger is better) and a low budget Toshiba dvd (with HDMI out).",Samsung,Toshiba,BETTER,NONE,1.0,lex (unique),"These cars are a bargain compared to a similar specced Toyota Prado,', 'or Nissan Pathfinder and parts a quite cheap, albeit a bit harder to', 'find.",[['X/PROPN/compound/> prado/PROPN/ROOT/^ Y/PROPN/conj/<']],Q2693585931,134
2457,243,middle_paths_unrestricted_16,california is doing worse than pennsylvania and Ohio ... the two Rust Belt states that have figured prominently in the presidential primary elections because of their lost manufacturing jobs.,california,pennsylvania,BETTER,WORSE,1.0,lex (unique),"The hockey season in Chicago sadly has come to an end, and baseball', 'remains mediocre at best in the city.",[['X/ADJ/amod/> season/NOUN/nsubj/> season/NOUN/ROOT/^ Y/PROPN/conj/<']],P2515552242,191
2458,1565,middle_paths_unrestricted_16,Windows 8 slower out of the traps than predecessor Windows 7 - StatCounter,Windows 8,Windows 7,NONE,WORSE,0.6,lex (unique),"Sure, it would make life easier for Ford, and Nissan, if Britain was', 'in the single European currency.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",O2325812253,74
2469,1041,middle_paths_unrestricted_16,"Google offering are still inferior to OpenOffice/Libreoffice, much less Microsoft Office.",Google,Microsoft,NONE,WORSE,1.0,lex (unique),"Some people prefer Eclipse, others prefer NetBeans.",[['X/PROPN/npadvmod/> prefer/VERB/ROOT/^ Y/PROPN/dobj/<']],N2253837348,89
2472,429,middle_paths_unrestricted_16,I'm having a difficult time believing that PHP is between 100 and 150 times slower than Java.,PHP,Java,BETTER,WORSE,1.0,lex (unique),Google Docs sounds better than Microsoft Word.,[['X/PROPN/compound/> sound/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],F824334293,93
2473,1906,middle_paths_unrestricted_16,"But those with a broader portfolio -- like Hewlett-Packard and IBM -- will be able to weather the storm better than the likes of Dell,"" Kumar said.",Hewlett-Packard,Dell,NONE,BETTER,1.0,lex (unique),"But, hockey and basketball are our better sports.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",D388184534,147
2474,508,middle_paths_unrestricted_16,"Not all users have automatic updates, but as users move from OS'es that don't (Windows XP) to ones that do (Windows 7 and Windows 8), it results in better security.",Windows XP,Windows 8,NONE,WORSE,1.0,lex (unique),Linux is inferior to Windows XP or Windows Vista.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",K1635496226,164
2475,1358,middle_paths_unrestricted_16,PHP is definitely far worse that Perl .,PHP,Perl,BETTER,WORSE,1.0,lex (unique),"And if Steve Jobs thinks he can manage chip design and manufacturing', ""better than IBM or Intel, he's a fool.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",B257805484,39
2477,2226,middle_paths_unrestricted_16,I've been using PostgreSQL 9.2 (officially released today) and it performs substantially better than MySQL.,PostgreSQL,MySQL,NONE,BETTER,1.0,lex (unique),No. Windows 8 is far better than Windows 7 is on a touch device.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",L1846410616,107
2478,869,middle_paths_unrestricted_16,The introduction of G3 Power PC microprocessor made ​​by Apple faster than computers that run on Intel processors.,Apple,Intel,NONE,BETTER,1.0,lex (unique),"As the Intel processor runs cooler, it also gave Apple the ability to', 'upgrade its laptop line, catching up to the desktops in that respect.","[['X/ADJ/amod/> processor/NOUN/nsubj/> run/VERB/ccomp/>', 'processor/NOUN/ROOT/^ Y/PROPN/dative/<']]",C379887224,114
2479,206,middle_paths_unrestricted_16,"Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.",CUDA,OpenCL,NONE,BETTER,1.0,lex (unique),"Amazon , which hit an all-time high and gained 9.4 percent to $363.39,', 'and Microsoft , which led the Dow with a 6 percent gain to $35.73,', 'held their post-earnings gains better than Zynga.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ hit/VERB/relcl/V Y/PROPN/conj/<']]",B231972063,112
2483,295,middle_paths_unrestricted_16,AbuBakr Akram: The reason why Sony Vegas isn't stable for most of you is because it's one of the FEW video editing softwares that perform better with AMD's OpenCL than they do with Nvidia's CUDA cores.,OpenCL,CUDA,NONE,BETTER,1.0,lex (unique),"I've also seen better from sub-£100 upscalers from the likes of"", 'Toshiba and Samsung.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",J1497955758,201
2484,1628,middle_paths_unrestricted_16,Nokia is talking big but all the leaks suggest a inferior phone compared to the Samsung.,Nokia,Samsung,NONE,WORSE,1.0,lex (unique),Greiner Chrysler Dodge RAM Jeep Ford,"[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> ram/PROPN/compound/V Y/PROPN/ROOT/^'], ['X/PROPN/compound/> jeep/PROPN/compound/V Y/PROPN/ROOT/^']]",F835021219,88
