id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
M2078361000,Windows XP,Windows 98,"Recommended system requirements - X586 systems or better with 32 MB RAM running Windows 95, Windows 98, Windows ME, Windows 2000, Windows 2003 Server, Windows XP, Windows Vista, Windows 7 and Windows 8.1, Windows 10.","Recommended system requirements - X586 systems or better with 32 MB RAM running Windows 95, <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows ME, Windows 2000, Windows 2003 Server, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows Vista, Windows 7 and Windows 8.1, Windows 10.","Recommended system requirements - X586 systems or better with 32 MB RAM running Windows 95, *Windows 98*, Windows ME, Windows 2000, Windows 2003 Server, §Windows XP$, Windows Vista, Windows 7 and Windows 8.1, Windows 10.",compsci,True,,,False
R2924993116,Windows 7,Windows 8,"To my surprised now Windows 8 is very easy to use, easier than Windows 7 itself.","To my surprised now <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is very easy to use, easier than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> itself.","To my surprised now *Windows 8* is very easy to use, easier than §Windows 7$ itself.",compsci,True,,,False
J1545062932,Python,Perl,"Java might be a bit slower than C/C++/Fortran, but is not as slow as Python/Perl.","Java might be a bit slower than C/C++/Fortran, but is not as slow as <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","Java might be a bit slower than C/C++/Fortran, but is not as slow as *Python*/§Perl$.",compsci,True,,,False
M1957616920,Ethernet,Bluetooth,"Overall, the Dell Inspiron M101z is a dependable little 11.6in laptop that's comfortable to use for the most part and it has decent features - including 802.11n Wi-Fi, Bluetooth, HDMI, VGA, three USB 2.0 ports, a webcam, and 10/100 Ethernet.","Overall, the Dell Inspiron M101z is a dependable little 11.6in laptop that's comfortable to use for the most part and it has decent features - including 802.11n Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, HDMI, VGA, three USB 2.0 ports, a webcam, and 10/100 <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>.","Overall, the Dell Inspiron M101z is a dependable little 11.6in laptop that's comfortable to use for the most part and it has decent features - including 802.11n Wi-Fi, *Bluetooth*, HDMI, VGA, three USB 2.0 ports, a webcam, and 10/100 §Ethernet$.",compsci,True,,,False
T3184445054,Windows XP,Windows 8,"Windows 7 released in 2009 and was a success , primarily because it was a better Windows XP (which was also a success) and, today, because it's NOT Windows 8.","Windows 7 released in 2009 and was a success , primarily because it was a better <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> (which was also a success) and, today, because it's NOT <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.","Windows 7 released in 2009 and was a success , primarily because it was a better *Windows XP* (which was also a success) and, today, because it's NOT §Windows 8$.",compsci,True,,,False
I1384126405,PHP,JavaScript,"I think for web (JavaScript, html, PHP, ....) netbeans is better.","I think for web (<span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, html, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, ....) netbeans is better.","I think for web (*JavaScript*, html, §PHP$, ....) netbeans is better.",compsci,True,,,False
T3152121262,Java,Python,(Whether that makes Ruby and Python better than Java is subjective.),"(Whether that makes Ruby and <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> is subjective.)",(Whether that makes Ruby and *Python* better than §Java$ is subjective.),compsci,True,,,False
S3037069425,MySQL,PostgreSQL,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.","We chose for <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> (not to start an <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.","We chose for *PostgreSQL* (not to start an §MySQL$ pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",compsci,True,,,False
K1620269419,Windows 7,Windows 8,Let's compare Windows 7 or Windows 8 to that and see who's faster.,"Let's compare <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> to that and see who's faster.",Let's compare *Windows 7* or §Windows 8$ to that and see who's faster.,compsci,True,,,False
N2243695149,Java,Python,"Solid programming skills: Java and practical expertise with standard NLP tools are required, knowledge of Perl/Python is a plus.","Solid programming skills: <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and practical expertise with standard NLP tools are required, knowledge of Perl/<span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> is a plus.","Solid programming skills: *Java* and practical expertise with standard NLP tools are required, knowledge of Perl/§Python$ is a plus.",compsci,True,,,False
B220344017,USB,Ethernet,Also waiting for a USB to Ethernet Adapter to see if the Connection is better with it.,"Also waiting for a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> Adapter to see if the Connection is better with it.",Also waiting for a *USB* to §Ethernet$ Adapter to see if the Connection is better with it.,compsci,True,,,False
E575759708,Java,Scala,"Developing ""best practices"" for Scala is going to be _much_ harder than for Java.","Developing ""best practices"" for <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is going to be _much_ harder than for <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","Developing ""best practices"" for *Scala* is going to be _much_ harder than for §Java$.",compsci,True,,,False
N2149651073,Sed,AWK,Sed & AWK Pocket Reference is just one of those necessities that one should have for such a job as it really will help you become proficient and may even help you get out of a situation a bit faster.,"<span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> & <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> Pocket Reference is just one of those necessities that one should have for such a job as it really will help you become proficient and may even help you get out of a situation a bit faster.",*Sed* & §AWK$ Pocket Reference is just one of those necessities that one should have for such a job as it really will help you become proficient and may even help you get out of a situation a bit faster.,compsci,True,,,False
E635896128,Eclipse,NetBeans,Eclipse and NetBeans.,"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",*Eclipse* and §NetBeans$.,compsci,False,,,False
A161775274,USB,Bluetooth,"After browsing the article, I didn't see anything mentioning connecting Bluetooth being better than USB.","After browsing the article, I didn't see anything mentioning connecting <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> being better than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>.","After browsing the article, I didn't see anything mentioning connecting *Bluetooth* being better than §USB$.",compsci,True,,,False
H1204450052,CUDA,OpenCL,"I'm inclined to back the one with ""Open"" in its name, in hopes that it actually will be, but if everybody could get together and hash out a single thing including the best points of CUDA, OpenCL and this new HSA thing (how many times must we invent this particular wheel?) we'd probably all be better off.","I'm inclined to back the one with ""Open"" in its name, in hopes that it actually will be, but if everybody could get together and hash out a single thing including the best points of <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> and this new HSA thing (how many times must we invent this particular wheel?) we'd probably all be better off.","I'm inclined to back the one with ""Open"" in its name, in hopes that it actually will be, but if everybody could get together and hash out a single thing including the best points of *CUDA*, §OpenCL$ and this new HSA thing (how many times must we invent this particular wheel?) we'd probably all be better off.",compsci,True,,,False
M2086787057,Windows XP,Windows 98,"Released: 05/03/2007;     Filesize: 695.6 KB;     Price: USD $0.00; Platforms: Windows, Windows 95, Windows 98, Windows Me, Windows NT, Windows 2000, Windows XP, Windows 2003 Tags: Shareaza , Downloads , Speed , Optimization , Faster , P2p , Accelerator","Released: 05/03/2007;     Filesize: 695.6 KB;     Price: USD $0.00; Platforms: Windows, Windows 95, <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows Me, Windows NT, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows 2003 Tags: Shareaza , Downloads , Speed , Optimization , Faster , P2p , Accelerator","Released: 05/03/2007;     Filesize: 695.6 KB;     Price: USD $0.00; Platforms: Windows, Windows 95, *Windows 98*, Windows Me, Windows NT, Windows 2000, §Windows XP$, Windows 2003 Tags: Shareaza , Downloads , Speed , Optimization , Faster , P2p , Accelerator",compsci,True,,,False
C368089076,Java,Smalltalk,A Smalltalk/Java Hybrid,"A <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Hybrid",A *Smalltalk*/§Java$ Hybrid,compsci,False,,,False
O2270037495,Java,Python,So the standard (C)Python is not necessarily slower than Java or C#.,"So the standard (C)<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is not necessarily slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> or C#.",So the standard (C)*Python* is not necessarily slower than §Java$ or C#.,compsci,True,,,False
O2332620522,Windows XP,Windows 8,"System Requirements: Supported Processors - 300MHz or faster Disk Space - 30MB or larger Internet - High-speed Internet connection recommended Supported Platforms - Windows 8 (32 & 64-bit) - Windows 7 (32 & 64-bit) - Windows Vista (32 & 64-bit) - Windows XP (32-bit), Professional, Home, Media Center or XP","System Requirements: Supported Processors - 300MHz or faster Disk Space - 30MB or larger Internet - High-speed Internet connection recommended Supported Platforms - <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> (32 & 64-bit) - Windows 7 (32 & 64-bit) - Windows Vista (32 & 64-bit) - <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> (32-bit), Professional, Home, Media Center or XP","System Requirements: Supported Processors - 300MHz or faster Disk Space - 30MB or larger Internet - High-speed Internet connection recommended Supported Platforms - *Windows 8* (32 & 64-bit) - Windows 7 (32 & 64-bit) - Windows Vista (32 & 64-bit) - §Windows XP$ (32-bit), Professional, Home, Media Center or XP",compsci,True,,,False
S3090092782,Java,Python,We've all seen these benchmarks where Python is 10 or even 100 times slower than Java or C#.,"We've all seen these benchmarks where <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is 10 or even 100 times slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> or C#.",We've all seen these benchmarks where *Python* is 10 or even 100 times slower than §Java$ or C#.,compsci,True,,,False
I1383227565,Python,Haskell,"I think a lot of languages have better syntax than Java, for example languages like Haskell, Python, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.","I think a lot of languages have better syntax than Java, for example languages like <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.","I think a lot of languages have better syntax than Java, for example languages like *Haskell*, §Python$, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.",compsci,True,,,False
