,caption,gold,id,idr,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
3217,InferSent,ARG,2101.0,,0.8,Windows XP,Windows Vista,se (unique),,,,NONE,True,102,Windows XP and Ubuntu run better than Windows Vista on the small CPU and small RAM of these computers.,
3218,InferSent,NONE,1972.0,,1.0,Direct3D,OpenGL,se (unique),,,,ARG,False,113,"Furthermore, Windows builds can now use a fallback Direct3D 9 renderer on machines without decent OpenGL drivers.",
3219,InferSent,NONE,2265.0,,1.0,Intel,Apple,se (unique),,,,ARG,True,104,"So then it comes down to Intel, will they provide another new SL9x00 CPU faster than 2.13 GHz for Apple?",
3221,InferSent,ARG,1610.0,,0.8,oregon,georgia,se (unique),,,,NONE,False,160,"While Alabama proved they are leagues ahead of Notre Dame, oregon may have provided better competition, like Texas A&M and georgia did against the Crimson Tide.",
3223,InferSent,NONE,314.0,,1.0,Apple,Intel,se (unique),,,,ARG,False,92,But the Apple laptops are going to be getting a lot faster due to the switch to Intel chips.,
3224,InferSent,ARG,720.0,,0.6,amazon,google,se (unique),,,,NONE,True,50,Sellers grow faster on amazon than eBay and google,
3225,InferSent,NONE,31.0,,1.0,amazon,hulu,se (unique),,,,ARG,False,116,"Vudu offers better quality, amazon often has better pricing and for catalog titles, Netflix and hulu are both ahead.",
3228,InferSent,ARG,675.0,,1.0,Windows XP,Windows Vista,se (unique),,,,NONE,True,93,Windows XP and particularly Mac OS X performed better than Windows Vista in these benchmarks.,
3230,InferSent,NONE,2033.0,,1.0,cafe,restaurant,se (unique),,,,ARG,False,87,I've only eaten at the Red Sage cafe and not the much nicer full restaurant downstairs.,
3233,InferSent,NONE,1292.0,,1.0,Microsoft,Apple,se (unique),,,,ARG,False,88,"Heck, if Microsoft can make a decent keyboard cover, you would think Apple could, right?",
3235,InferSent,ARG,1215.0,,1.0,OpenGL,Direct3D,se (unique),,,,NONE,True,127,But I have still found no answer to this very questiong.No one has given me one good reason why OpenGL is better than Direct3D.,
3238,InferSent,ARG,693.0,,1.0,Microsoft,Amazon,se (unique),,,,NONE,True,149,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.",
3239,InferSent,NONE,247.0,,0.8,dartmouth,harvard,se (unique),,,,ARG,False,114,"But there are three teams better - dartmouth (97.5 percent), Quinnipiac (94.8 percent) and harvard (93.5 percent).",
3242,InferSent,NONE,1838.0,,1.0,Google,Apple,se (unique),,,,ARG,True,50,I am sorry is Google maps better then Apple maps??,
3245,InferSent,NONE,904.0,,1.0,Direct3D,OpenGL,se (unique),,,,ARG,True,129,The 3.2 update also makes it easier to port Direct3D applications and includes version 1.5 of the OpenGL Shading Language (GLSL).,
3247,InferSent,ARG,1975.0,,0.6,OpenCL,CUDA,se (unique),,,,NONE,False,57,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",
3250,InferSent,NONE,217.0,,0.6,Cadillac,Buick,se (unique),,,,ARG,False,296,"Verano has autodimming on convenience group......ATS would cost over $4k for the luxury group upgrade....very strange choices for luxury.............but, still nicer than the import choices.....I can see another Cadillac in my driveway or even the Buick...regardless of that mirror everyone wants",
3254,InferSent,ARG,218.0,,0.8,plastic,wood,se (unique),,,,NONE,True,52,plastic and brass would be much easier on your wood.,
3260,InferSent,NONE,879.0,,1.0,Intel,Sony,se (unique),,,,ARG,False,498,"Overall, they conclude that the next generation cell product needs minor hardware change to scale efficiently for double precision work, but that the first generation is already between 3 and 60 times faster, and between 10 and 200 times more power efficient, than its competitors - numbers to keep in mind when you think about Apple's triumph in arranging to get dual core Xeon CPUs from Intel for only slightly more than than four times the $89 Sony is estimated to pay for an 8+1 cell at 3.2Ghz.",
3263,InferSent,ARG,2257.0,,1.0,Pepsi,Coca-Cola,se (unique),,,,NONE,False,267,Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.,
3267,InferSent,NONE,2401.0,,1.0,PHP,Perl,se (unique),,,,ARG,False,121,"I thought of PHP because it's cross-platform and a bit easier, but Perl will do if that type of script is easier to find.",
3271,InferSent,ARG,1895.0,,1.0,Ferrari,BMW,se (unique),,,,NONE,False,47,Ferrari heads over both BMW Sauber and McLaren.,
3272,InferSent,NONE,476.0,,1.0,Nike,Adidas,se (unique),,,,ARG,True,84,2. (Since any Nike move would be years away) Make Adidas work better for Louisville.,
3274,InferSent,NONE,494.0,,0.8,Nike,Adidas,se (unique),,,,ARG,False,83,"Nike is definitely not my favorite, also Adidas aren't better than Converse either.",
3275,InferSent,NONE,664.0,,0.6,Windows Vista,Windows XP,se (unique),,,,ARG,True,138,Supposedly their data proved that Windows 7 was an even bigger memory hog than Windows Vista and much worse when compared with Windows XP.,
3276,InferSent,NONE,1957.0,,1.0,knife,pistol,se (unique),,,,ARG,False,100,"Use your knife to get to places faster, but also use your pistol if your not sure the area is clear.",
3277,InferSent,NONE,2021.0,,1.0,Python,Perl,se (unique),,,,ARG,True,27,Is Python better than Perl?,
3280,InferSent,NONE,12.0,,1.0,Samsung,Nokia,se (unique),,,,ARG,True,233,"That is why the Samsung Galaxy S, with its superior anti-reflectance coating, and the Nokia E7, with its polarizing filter that blocks light, didn't fare much worse outside, compared to the way brighter iPhone 4 and LG Optimus Black.",
3281,InferSent,NONE,1215.0,,1.0,BMW,Honda,se (unique),,,,ARG,True,43,Is a BMW/Benz 5x better than a Honda Civic?,
3282,InferSent,NONE,2174.0,,1.0,baseball,basketball,se (unique),,,,ARG,True,118,Thats like saying Michael Jordan could hit a baseball better than Babe Ruth because of his superior basketball skills.,
3284,InferSent,NONE,996.0,,0.8,volleyball,basketball,se (unique),,,,ARG,False,127,"When the volleyball team pranced into Matador Gym that night, the crowd cheered and a mediocre basketball team was transformed.",
3285,InferSent,ARG,1978.0,,0.6,Chevrolet,Toyota,se (unique),,,,NONE,False,78,"While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",
3287,InferSent,NONE,710.0,,1.0,Integer,Floating-point,se (unique),,,,ARG,False,132,"Integer math will be an approximation of Floating-point math, but you might be able to get a faster answer that is acceptably close.",
3290,InferSent,ARG,212.0,,1.0,Python,Bash,se (unique),,,,NONE,True,176,"A further advantage of perl or Python (or ruby) would be that these should all have libraries for interfacing with matlab, and much better data structures than Bash for tables.",
3291,InferSent,ARG,204.0,,1.0,plastic,concrete,se (unique),,,,NONE,False,171,Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,
3292,InferSent,ARG,991.0,,1.0,Ruby,JavaScript,se (unique),,,,NONE,False,141,"I actually use my own custom-rolled flavor of Haml that is less Ruby-like, and I think it maps a bit better to the stylesheet and JavaScript.",
3293,InferSent,ARG,901.0,,1.0,Microsoft,Apple,se (unique),,,,NONE,False,82,"and dont even start with the ""Microsoft greed monopoly"" thing, Apple is 10X worse""",
3294,InferSent,NONE,1858.0,,1.0,Perl,AWK,se (unique),,,,ARG,False,87,"Learned Perl, more specifically the AWK subset, at the same job to make my life easier.",
3296,InferSent,ARG,1012.0,,1.0,Windows Vista,Windows XP,se (unique),,,,NONE,False,134,The new Windows 7 is said to be so much better than the problems ridden Windows Vista and is a considerable improvement on Windows XP.,
3298,InferSent,NONE,2033.0,,1.0,BMW,Toyota,se (unique),,,,ARG,True,186,"Robert Kubica was second fastest in his BMW Sauber, just four-tenths shy of pace-setter Glock while Nico Rosberg posted the third best time just a fraction slower in his Williams Toyota.",
3303,InferSent,ARG,167.0,,1.0,BMW,Ford,se (unique),,,,NONE,True,177,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",
3308,InferSent,NONE,2232.0,,1.0,basketball,tennis,se (unique),,,,ARG,False,82,It helps basketball players jump higher and tennis players get to the ball faster.,
3309,InferSent,NONE,137.0,,0.8,Windows 8,Windows XP,se (unique),,,,ARG,True,195,Sorry but if you claim you are an IT tech and you can't figure out how to make Windows 8 work better for you than windows 7 or Windows XP then I do believe you are just a self proclaimed IT tech.,
3310,InferSent,NONE,1424.0,,1.0,Toyota,BMW,se (unique),,,,ARG,True,215,"I would also add, as happened in the USA, and elsewhere, the shift to Toyota and Datsun/Nissan, Japanese brands with much better reliability and more up to date product lines vs. Euro/UK brands, but for M-B and BMW.",
3312,InferSent,ARG,1023.0,,1.0,ds,wii,se (unique),,,,NONE,True,50,"Whatever the ds can do , wii can do better, right?",
3314,InferSent,ARG,264.0,,1.0,football,basketball,se (unique),,,,NONE,False,51,football is one thing; basketball should be easier.,
3316,InferSent,NONE,241.0,,1.0,Sony,Google,se (unique),,,,ARG,True,267,Sony should also prefer windows phone os(apollo) along with android because windows phone is much better than android.Microsoft is os giant as compared to Google which is internet search giant.So anytime microsoft can make best os for smartphones and tablets.agree it,
3317,InferSent,ARG,1529.0,,0.8,Perl,PHP,se (unique),,,,NONE,False,89,It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,
3318,InferSent,ARG,88.0,,1.0,Nike,Adidas,se (unique),,,,NONE,False,67,Nike didn't look to the designs of Adidas to make a better sneaker.,
3319,InferSent,NONE,78.0,,0.6,Windows 7,Windows 8,se (unique),,,,ARG,False,68,But is it better than Windows 7? Is it worth upgrading to Windows 8?,
3322,InferSent,ARG,1695.0,,1.0,IBM,Intel,se (unique),,,,NONE,True,241,"IBM on Wednesday unveiled new POWER8 processor-based servers that the computing giant said ""are capable of analyzing data 50 times faster than the latest x86-based systems"" built on chips from companies like Intel and Advanced Micro Devices.",
3324,InferSent,NONE,2318.0,,1.0,potato,bread,se (unique),,,,ARG,True,82,I think tapioca and white rice and potato flour are far better to make bread with.,
3325,InferSent,NONE,588.0,,0.8,pen,paint,se (unique),,,,ARG,False,99,The pen will look heaps nicer when I paint it but will wait for Spring and better weather for that.,
3326,InferSent,NONE,1280.0,,1.0,Toyota,BMW,se (unique),,,,ARG,False,173,"Personally I would drive a pickup truck before a Toyota or Lexus SUV, I feel the same was about the Porsche and BMW SUV's as well, I like my SRX Caddy better than these too.",
3327,InferSent,NONE,234.0,,1.0,Groovy,Java,se (unique),,,,ARG,True,126,"So Groovy gives me a faster, dynamic version of Java, and Grails gives me a fantastic toolkit to get great stuff done quickly.",
3328,InferSent,NONE,1531.0,,1.0,OpenGL,Direct3D,se (unique),,,,ARG,False,171,If you detect a decent OpenGL implementation you could use that as the primary path; then back off to Direct3D for the 35% that don't have GL drivers; then finally to GDI.,
3330,InferSent,ARG,810.0,,0.8,Objective-C,Java,se (unique),,,,NONE,False,100,"Swift Swift is based on Objective-C, and will be even easier for a Java programmer to learn and use.",
3331,InferSent,NONE,1684.0,,0.8,Nokia,Motorola,se (unique),,,,ARG,True,41,Remember before Nokia it was Motorola....,
3332,InferSent,NONE,714.0,,1.0,lacrosse,football,se (unique),,,,ARG,False,145,"There are some fantastic opportunities for scholarship money in lacrosse in comparison to baseball and football - much, much better,"" said Smith.",
3333,InferSent,ARG,2422.0,,0.8,CUDA,OpenCL,se (unique),,,,NONE,False,62,CUDA performance is 2X that of a GTX285 & OpenCL is 3X better.,
3335,InferSent,ARG,2311.0,,1.0,Bluetooth,USB,se (unique),,,,NONE,False,125,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",
3337,InferSent,NONE,1767.0,,0.4,Groovy,Java,se (unique),,,,ARG,True,277,"It provides d rastic JSON parsing and serialization performance improvements "" The Rick (Hightower)/ Andrey duo spent a fair amount of time optimizing our JSON support, making Groovy 2.3's JSON support usually faster than all the JSON libraries available in the Java ecosystem.",
3340,InferSent,NONE,87.0,,1.0,Windows 8,Windows 7,se (unique),,,,ARG,True,52,"Is Windows 8 better than Windows 7, its predecessor?",
3341,InferSent,NONE,2365.0,,1.0,CUDA,OpenCL,se (unique),,,,ARG,True,288,"Critical bugs in the compiler and in the execution environment and without real intentions of improving it (I understand, they have their propietary solutions, like CUDA, which are better supported) To put something in production that uses OpenCL, the code must be flooded of workarounds.",
3344,InferSent,ARG,1780.0,,1.0,Ruby,Perl,se (unique),,,,NONE,False,160,"The pragmatic nature of Ruby lent itself to writing better code, more modular code, and thus the ability to optimize a particular module muuuchh more than Perl.",
3347,InferSent,NONE,1905.0,,1.0,softball,baseball,se (unique),,,,ARG,True,153,"In his spare time, Lance is a mediocre softball player, a better soccer midfielder and a great little league baseball and basketball coach to son, Blaze.",
3356,InferSent,ARG,490.0,,1.0,Python,JavaScript,se (unique),,,,NONE,False,117,There is nothing simple or readable about Python that can not be expressed better in JavaScript or Ruby for example..,
3359,InferSent,NONE,39.0,,0.8,oregon,michigan,se (unique),,,,ARG,True,138,"The Wildcats have beaten 2 solid Pac-10 teams in Stanford and oregon State, and also own a better than it seems win over Central michigan.",
3360,InferSent,NONE,1902.0,,1.0,Sony,Google,se (unique),,,,ARG,False,180,"Talking about the apps, the OS have some of the integrated apps by Sony which might have a better replacement in the Google Play Store, but they are well mixed with the present UI.",
3361,InferSent,ARG,1411.0,,1.0,Google,Intel,se (unique),,,,NONE,False,114,I think the problem that both Apple and Google have is that Intel is getting better at making low power x86 chips.,
